State,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Maine,    Miscellaneous manufacturing,Millions of current dollars,77.4,79.4,67.9,81,71.6,103.7,87.8,70.9,89.6,99.7,92.5,120.5,200.2,149.1,116.7,134.9,113.9,140.3,135.6,161,167.5,196.8,200.1
Maine,   Nondurable goods manufacturing,Millions of current dollars,2607.6,2598.4,2808.8,2976.4,2516,2433.5,2349.3,2427.8,2509.5,2727.7,2945.4,2928.8,2879.7,2830.7,2677.4,2947.3,2635,2693.2,2578.5,2732.7,3032.1,2987.1,3326.1
Maine,    Food and beverage and tobacco product manufacturing,Millions of current dollars,317.7,352.5,301,398.6,388,411.6,501.3,464.5,531.9,665.3,736.6,703.2,799.3,781.2,744.9,852.5,720.7,755.5,744.4,748.9,766.9,821.7,1021.8
Maine,    Textile mills and textile product mills,Millions of current dollars,224,180.3,186,189.7,135.2,137,114,140.3,108.8,100.8,100,104.6,78.9,69.9,63.1,74.1,85.2,94,105.6,115.8,124,97.4,105.2
Maine,"    Apparel, leather, and allied product manufacturing",Millions of current dollars,267.8,183.5,150.6,162.4,195.3,175.2,139.2,128.3,112.7,124,115.6,167.1,128.1,129.6,107.5,148.6,131.1,101.8,109.3,108.7,125.9,107.5,106.6
Maine,    Paper manufacturing,Millions of current dollars,1412.2,1487.6,1652.9,1729.9,1318.5,1267.6,1075.9,1119.6,1088,1183,1296.7,1206.7,1047.5,942.7,895,877.4,901.2,821.4,762.2,755,756.1,800,783.3
Maine,    Printing and related support activities,Millions of current dollars,90.7,97.7,101.1,99.4,103.5,108.5,120.4,111.3,123,121.5,134.8,122.1,98.7,88.3,86.8,101.6,94.5,98.8,104.2,110,105,147.9,102
Maine,    Petroleum and coal products manufacturing,Millions of current dollars,18,27.2,25.5,33,44.5,60.7,95.7,92.2,94.9,83.3,100.5,139.6,109.7,133.3,122.2,104.2,73.1,134.3,137.8,90.3,104.1,106.5,114.4
Maine,    Chemical manufacturing,Millions of current dollars,112.3,89.8,123.9,121.2,119.6,132.8,154.6,135.6,213.9,223.8,216.7,258.7,391.4,461.8,433.4,567.4,425.8,481.9,380.6,553.5,808.8,687.9,825.5
Maine,    Plastics and rubber products manufacturing,Millions of current dollars,164.9,179.7,267.8,242.2,211.4,140.2,148.3,236.1,236.2,226.1,244.5,226.8,226,223.8,224.5,221.5,203.4,205.4,234.3,250.6,241.3,218.2,267.3
Maine,  Wholesale trade,Millions of current dollars,1659.7,1780.7,1848,1942.6,2015.8,2065.5,2216.7,2399.2,2464.9,2620.4,2686.5,2681.2,2591.2,2725.9,2776.8,2957.8,3055.2,3182.5,3314.9,3358.3,3393.6,3544,3671.9
Maine,  Retail trade,Millions of current dollars,2938.7,3194,3274.1,3462.4,3700.5,3874.7,4105.5,4259.6,4345.7,4428.2,4303.2,4268.5,4217,4258.5,4242.8,4289.6,4411.5,4506.4,4739.2,4810.2,4933.7,5122.7,5353
Maine,  Transportation and warehousing,Millions of current dollars,788.2,829.5,846.5,874.9,845.1,861.5,913.2,979.8,1050.1,1189.5,1179.8,1214.6,1193.2,1222.3,1194.5,1185,1213.3,1266.8,1326.2,1344.2,1393.7,1411.5,1444
Maine,   Air transportation,Millions of current dollars,39.8,43.7,42.1,36.3,20.3,26.4,38.2,42.4,46,50.5,47.5,54.6,66.3,72.9,63.7,57.1,62.9,73.3,91.8,85.6,94.7,109.4,106
Maine,   Rail transportation,Millions of current dollars,48.6,53.7,55.1,57.1,49.6,44.6,44.1,47.6,50.6,55.5,56,59.3,50.4,52.6,55.5,57.9,64.5,64.1,64.2,62.8,65.1,67.8,72.8
Maine,   Water transportation,Millions of current dollars,14.1,13.6,13.1,17.6,16.7,14.3,17.4,16,13.5,18,20.1,21.5,20.8,18,14,10.8,11,9.3,9.6,8.3,8.3,11,11.5
Maine,   Truck transportation,Millions of current dollars,313.3,357.8,380.1,404.9,411.4,413.2,428,449.4,483.5,511.4,498.7,484.7,461.4,469.9,479,482,480.1,501.1,527.7,532.6,550.5,565.6,568.8
Maine,   Transit and ground passenger transportation,Millions of current dollars,56.6,58.6,57.6,55.1,54.7,58,63.1,65.7,75.5,79.6,76,77.3,84.1,93.5,95.3,96.4,101.7,113.6,118,121.4,122.2,124.1,117.4
Maine,   Pipeline transportation,Millions of current dollars,23.7,39.6,36.3,26.6,7,8.5,12.5,14.4,14.8,15.4,17.3,27.9,31.5,37.9,26.9,26.4,27.7,25.6,22.8,23.2,21.8,22.8,22.2
Maine,   Other transportation and support activities,Millions of current dollars,176.5,156.4,157.9,165.7,181.1,195.4,208.6,227.2,239.2,248.1,229.9,249.7,247.4,253,237.4,230.4,237.3,244.8,260.7,260.4,263.1,281.3,314.6
Maine,   Warehousing and storage,Millions of current dollars,115.7,106,104.2,111.6,104.3,101.2,101.3,117,126.9,211.1,234.3,239.6,231.2,224.5,222.6,223.9,228.1,234.9,231.3,249.9,268,229.5,230.8
Maine,  Information,Millions of current dollars,886.9,969.9,1030.4,950.1,1038.2,1154.1,1230.1,1287.9,1327.7,1253.4,1206.3,1213,1217.8,1270.4,1128,1034.5,1092.5,1038.2,1114,1186.6,1131.4,1243.8,1246.4
Maine,   Publishing industries (except Internet),Millions of current dollars,198.8,212.7,288.3,195.8,210.4,264.5,279.4,325.8,402.7,320.4,368.3,355.1,328,328.5,339.9,334.6,337.8,311.8,308.7,344.1,324.7,319.3,327.7
Maine,   Motion picture and sound recording industries,Millions of current dollars,18.9,18.9,47.5,42.6,60.4,55.1,69.8,84.5,66.3,55.6,44.1,34.4,64.3,44.3,38.4,38.3,48.5,45.1,45.5,50.8,55.4,50.4,50.6
Maine,   Broadcasting (except Internet) and telecommunications,Millions of current dollars,595.9,651.8,629,663.5,673,689.8,712.9,692.2,678.2,657.5,595.8,588.3,593.8,602.7,585.5,527.9,562.1,531.7,601.4,612.7,578.9,680.5,673
Maine,"   Data processing, hosting, and other information services",Millions of current dollars,73.3,86.4,65.5,48.3,94.3,144.6,168.1,185.4,180.5,219.8,198.1,235.3,231.7,294.9,164.2,133.6,144,149.7,158.3,179,172.4,193.6,195.1
Maine,"  Finance, insurance, real estate, rental, and leasing",Millions of current dollars,5676,5998.7,6372.6,6855.6,7582.4,8258.7,8662.2,9279.1,10082.1,10273.6,10781.6,10130.3,10460.3,10734.8,11325.1,11726.9,11731,12229.3,12466.2,12870.4,13379.9,14304.8,15018
Maine,   Finance and insurance,Millions of current dollars,1774.4,1986.9,2120.3,2337,2416.7,2420.4,2469.7,2588.9,2737.2,2747.4,2840.4,2723.9,2760.2,2808.7,2952.4,3119.7,3043.4,3259,3538.5,3660.2,4066,4372.1,4646.8
Maine,"    Monetary Authorities- central bank, credit intermediation, and related services",Millions of current dollars,591,678,793.1,924,993.6,1078.3,1116.9,1076,1103.5,1103.9,1047.9,1081.7,1041.1,1040,1202.5,1332.2,1262.3,1193.9,1245.2,1313,1541.1,1796.1,1938.9
Maine,"    Securities, commodity contracts, and other financial investments and related activities",Millions of current dollars,148,154.7,160.7,164.2,203.7,203.2,184,191.3,214.6,219.7,199.7,121.8,191.2,193,178.8,220.9,256.8,230.6,235.3,274.3,284.6,351.6,388
Maine,    Insurance carriers and related activities,Millions of current dollars,1033.3,1151.5,1163.3,1246.2,1217.2,1137.7,1165.2,1312.6,1404.3,1414.6,1564.2,1490.7,1509.7,1552.3,1568.9,1564.6,1509.9,1831,2054.8,2070.2,2233.9,2214.4,2307.7
Maine,"    Funds, trusts, and other financial vehicles",Millions of current dollars,2.2,2.8,3.2,2.7,2.2,1.2,3.6,9,14.8,9.2,28.7,29.6,18.2,23.4,2.3,2,14.3,3.4,3.2,2.7,6.4,10,12.2
Maine,   Real estate and rental and leasing,Millions of current dollars,3901.6,4011.8,4252.4,4518.6,5165.7,5838.3,6192.5,6690.2,7344.9,7526.2,7941.2,7406.4,7700.1,7926.1,8372.6,8607.2,8687.6,8970.3,8927.7,9210.2,9313.9,9932.7,10371.2
Maine,    Real estate,Millions of current dollars,3656.5,3743,3931.1,4132,4743.6,5369.6,5722.8,6227.7,6878.3,6959.9,7430.1,6884.4,7227.3,7515.4,7991.6,8204.9,8246.2,8523.5,8449,8715.1,8841.8,9463.6,9874.9
Maine,    Rental and leasing services and lessors of nonfinancial intangible assets,Millions of current dollars,245.1,268.8,321.3,386.5,422.1,468.7,469.7,462.5,466.6,566.3,511,522,472.8,410.6,381,402.3,441.5,446.9,478.6,495,472.1,469.1,496.3
Maine,  Professional and business services,Millions of current dollars,2142.5,2331.7,2517.1,2874.5,3133.9,3350.6,3427.6,3667.7,3713.5,3990.8,4359.7,4855,4684,4797.6,4939,5079.9,5218,5553.9,5807.4,6114.5,6469.7,6986.1,7415.3
Maine,"   Professional, scientific, and technical services",Millions of current dollars,1284,1309.1,1437.9,1605.7,1767,1934.2,1983.8,2120.7,2182,2279.3,2407.9,2680.7,2607.1,2612.8,2695,2760.8,2822.5,2927.2,3086.6,3217,3415.4,3693.6,3904.4
Maine,    Legal services,Millions of current dollars,283.8,303.5,319.2,334.7,358.7,391.9,445.4,496.5,504.1,521,531.3,573.1,536,500.3,520.6,512.6,517.5,530.9,558.6,581.6,616.8,636.5,675
Maine,    Computer systems design and related services,Millions of current dollars,101,118.7,143.5,189,205.6,175.9,189.1,201.3,227.2,246.5,263.1,291.4,338.6,342.3,366.5,418.7,457.8,513,575.2,623.5,689.6,825.2,800.1
Maine,"    Miscellaneous professional, scientific, and technical services",Millions of current dollars,899.2,886.8,975.2,1082,1202.8,1366.3,1349.3,1422.9,1450.7,1511.7,1613.5,1816.3,1732.5,1770.2,1807.9,1829.5,1847.2,1883.3,1952.7,2012,2108.9,2232,2429.4
Maine,   Management of companies and enterprises,Millions of current dollars,276.7,395.3,404.9,466.6,488.2,517.8,500.3,586.1,502.3,603.5,651.8,751.1,666.6,707.4,729.8,804.8,801.1,943.5,969.5,1098.5,1167,1294.1,1475.2
Maine,   Administrative and support and waste management and remediation services,Millions of current dollars,581.8,627.4,674.3,802.2,878.7,898.5,943.4,960.9,1029.2,1108,1300,1423.1,1410.3,1477.4,1514.2,1514.3,1594.4,1683.2,1751.3,1798.9,1887.3,1998.4,2035.7
Maine,    Administrative and support services,Millions of current dollars,512.2,548,586.4,701.6,768,779.6,819,839.1,904.3,995.6,1172.4,1294,1281.8,1296.9,1362.3,1354.5,1425.5,1505.4,1558.8,1606,1668.7,1758.7,1794.7
Maine,    Waste management and remediation services,Millions of current dollars,69.7,79.4,87.9,100.6,110.6,118.9,124.5,121.9,124.8,112.4,127.6,129.1,128.5,180.5,151.9,159.8,168.8,177.8,192.5,192.9,218.6,239.8,241
Maine,"  Educational services, health care, and social assistance",Millions of current dollars,2997.2,3200.6,3480.4,3744.9,4140.7,4475.5,4790,5228.3,5429.1,5850.6,6086.8,6490.5,6807.6,6876.1,7039.4,7250.6,7361.4,7497.2,7819.1,8081.1,8384,8712.2,9211.1
Maine,   Educational services,Millions of current dollars,340.9,342.2,378.9,396,417.7,441.4,490.7,534.1,543.7,596.8,656.5,698.7,768.1,807.2,834.6,875.1,896.2,932.7,951.9,993.5,1021.4,1088.6,1180.4
Maine,   Health care and social assistance,Millions of current dollars,2656.3,2858.4,3101.5,3348.8,3723,4034.1,4299.3,4694.2,4885.4,5253.8,5430.3,5791.8,6039.5,6068.9,6204.8,6375.4,6465.2,6564.6,6867.2,7087.6,7362.6,7623.6,8030.7
Maine,    Ambulatory health care services,Millions of current dollars,1095.7,1196.4,1276.5,1366,1502,1591,1632.3,1725.1,1779.5,1906.5,1981.6,2090.6,2155.4,2147.6,2152.6,2191.2,2220.2,2242.7,2310.6,2508.2,2608.3,2769.5,2933.1
Maine,    Hospitals,Millions of current dollars,879.9,924.9,999.1,1072.3,1198.7,1335.6,1468.8,1693.3,1791.6,1966,2089,2257.7,2419.9,2464.3,2598.8,2730.8,2777.4,2848.9,3029.9,3012.7,3127.3,3135.5,3248.9
Maine,    Nursing and residential care facilities,Millions of current dollars,424.4,446.9,487.8,524.6,579,628.1,672.9,705.8,692.5,726.8,729.8,790.2,835,841.3,851.9,847.8,856.8,859.6,900.1,915.1,945,982.3,1047.7
Maine,    Social assistance,Millions of current dollars,256.3,290.1,338.1,386,443.2,479.4,525.3,569.9,621.8,654.5,629.9,653.3,629.2,615.7,601.6,605.6,610.8,613.4,626.7,651.7,682.1,736.3,801
Maine,"  Arts, entertainment, recreation, accommodation, and food services",Millions of current dollars,1240.1,1306.4,1407.8,1537.9,1608.7,1746.7,1802.4,1902.3,1937.9,2035.1,2061.7,2032.8,2026.9,2133.2,2193.4,2413.9,2583,2750.2,2962.7,3186.4,3422.3,3648.1,3819.4
Maine,"   Arts, entertainment, and recreation",Millions of current dollars,266,271.4,284.9,307,312.6,341.8,371.9,366.8,377.1,403.6,430.3,439.2,455.6,480.2,492.9,535.8,558.5,576.1,582.1,632.8,643.2,694.5,727.4
Maine,"    Performing arts, spectator sports, museums, and related activities",Millions of current dollars,88.4,88.1,96.7,111.5,120.8,142.1,152.3,147.5,147.3,157,154.9,167.1,188.2,196.6,210.1,226.9,244.7,266.4,268.4,296.5,284.2,323.2,345.3
Maine,"    Amusement, gambling, and recreation industries",Millions of current dollars,177.6,183.2,188.2,195.6,191.8,199.7,219.7,219.4,229.8,246.6,275.4,272.1,267.4,283.6,282.9,309,313.7,309.7,313.7,336.3,358.9,371.4,382.1
Maine,   Accommodation and food services,Millions of current dollars,974.1,1035.1,1122.9,1230.8,1296.1,1405,1430.5,1535.4,1560.7,1631.4,1631.4,1593.6,1571.3,1653,1700.5,1878.1,2024.5,2174.1,2380.5,2553.6,2779.2,2953.5,3092
Maine,    Accommodation,Millions of current dollars,287.9,320.5,352.4,390.9,400.4,431.7,419.3,471.6,486.7,494.9,511.5,485.6,440.8,458.8,489,590,675.4,744.4,807.3,844.4,932.1,1006.7,1041.3
Maine,    Food services and drinking places,Millions of current dollars,686.2,714.6,770.5,839.9,895.7,973.2,1011.1,1063.8,1074,1136.6,1119.9,1108,1130.5,1194.2,1211.4,1288.1,1349.1,1429.7,1573.3,1709.2,1847.1,1946.8,2050.7
Maine,  Other services (except government and government enterprises),Millions of current dollars,806.8,896,934.9,1000.8,953.2,1037.6,1024.9,1077.4,1116.1,1142.9,1111.8,1093.7,1092,1111.5,1117.3,1125.3,1160.8,1224.2,1276.6,1312.1,1348.8,1434.2,1487.6
Maine, Government and government enterprises,Millions of current dollars,4312.2,4433.6,4693,5016.6,5302.1,5623.3,5950.4,6261.2,6532,6819,7087.6,7362.4,7465.9,7554.9,7354.7,7354.4,7501.3,7822.5,7956.8,8350,8353.3,8571.8,8874.8
Maine,  Federal civilian,Millions of current dollars,861.2,887.4,929.8,1023.3,1046.8,1115.4,1200.2,1282.8,1325.2,1394.3,1477.3,1543.8,1567.8,1600.7,1618.7,1629.8,1610.2,1675.9,1789,1894.5,1989.5,2088.1,2193.7
Maine,  Military,Millions of current dollars,416.2,408.7,420.9,432.1,442.5,497.9,613.7,669.2,716.9,725.6,715,738.1,721.2,689.7,639.9,619.6,599.8,582.4,566.3,566.3,525.4,448.1,417.7
Maine,  State and local,Millions of current dollars,3034.8,3137.5,3342.3,3561.2,3812.9,4010,4136.5,4309.3,4489.9,4699.1,4895.4,5080.5,5176.9,5264.5,5096.1,5104.9,5291.3,5564.2,5601.5,5889.3,5838.3,6035.6,6263.4
Maine,Natural resources and mining,Millions of current dollars,662.1,745.5,801.7,886.5,856.3,781.2,810,800.9,777,835.3,797.6,786.7,741.4,862.3,881.2,885,884.2,879,977.6,914.3,935.4,922.1,902.7
Maine,Trade,Millions of current dollars,4598.4,4974.7,5122.1,5405,5716.2,5940.2,6322.2,6658.7,6810.6,7048.5,6989.7,6949.7,6808.2,6984.4,7019.6,7247.4,7466.6,7688.9,8054.1,8168.5,8327.4,8666.8,9024.9
Maine,Transportation and utilities,Millions of current dollars,1581.1,1530.4,1587.5,1520.4,1617.9,1556.4,1575.7,1693.8,1795,2068.7,2116.7,2148.3,2138.8,2210,2153,2130.5,2190.2,2263.7,2286.2,2307.2,2375.5,2402.9,2439.5
Maine,Manufacturing and information,Millions of current dollars,5388.2,5344.5,5859.6,6227.2,5699.4,5653,5723.2,6212.9,6392.1,6467,6602.2,6625.5,6687.9,6852.1,6505.7,6481.3,6500.4,6573.1,6557.2,6933.3,7312,7632.3,7933.5
Maine,Private goods-producing industries 2/,Millions of current dollars,6377.2,6514.2,7267.4,7984.6,7512.3,7323.1,7529.7,8153.6,8334.5,8562.9,8657.3,8437.5,8422.4,8583.2,8306.1,8316.3,8165.3,8342.5,8388.2,8677.7,9220.5,9521.3,9915.9
Maine,Private services-providing industries 3/,Millions of current dollars,19929,21208.3,22452.9,23889.1,25791.2,27519.8,28835.1,30795.2,32212.1,33663.6,34714.3,34913.3,35235.5,36118,36914.7,38009,38803.4,40245.7,41786.3,43226.7,44839.1,47398.8,49662.3
Maryland,All industry total,Millions of current dollars,159372.1,169982.1,180261.6,192021.4,205981,217837.1,228959.3,245124.5,262100,274145.3,282965.6,295400.2,299102.7,314728.3,326281.2,332523.5,340577.6,352761.3,369728.1,387733.4,400406,411099.8,421609.5
Maryland, Private industries,Millions of current dollars,126503.3,135297.5,144131.9,153906,165938.5,174000.6,182879.2,196885.7,210818.4,219948,225909.6,235346.3,236334.6,248475.6,256995.1,262556,269064.6,278806.4,293284.6,309697.6,319786.6,328231.2,336203.4
Maryland,"  Agriculture, forestry, fishing and hunting",Millions of current dollars,606.3,618.5,619.8,691.7,712.7,541.9,622.5,877.9,790.2,778.1,784.2,852.7,831.7,796.8,943.8,1037.9,1245.9,1100.8,938.3,860.5,1020.8,875.1,920
Maryland,   Farms,Millions of current dollars,532.3,540.4,534.8,597.8,617.2,447.3,528.3,762.5,673.2,634.5,660.1,733.9,721.6,683.2,836.6,926,1133.8,978.3,805.1,719.9,876.1,734.2,773.3
Maryland,"   Forestry, fishing, and related activities",Millions of current dollars,74,78.1,85,93.9,95.5,94.6,94.2,115.4,117,143.7,124.2,118.8,110.1,113.6,107.2,112,112.1,122.5,133.3,140.7,144.7,140.9,146.6
Maryland,"  Mining, quarrying, and oil and gas extraction",Millions of current dollars,143.6,158,152.3,173.7,186,193,205,252.2,302.8,367.1,393,351.5,198.3,386.3,316.6,292.5,243.1,237.6,251.9,224.4,262.6,240,307.2
Maryland,   Oil and gas extraction,Millions of current dollars,1.3,1.2,1.3,2.5,14.8,7.6,8.1,3.9,3.2,1.8,0.6,0.5,0.4,0.4,0.3,0.2,0.7,2,2.1,2.4,0.5,0.7,1
Maryland,   Mining (except oil and gas),Millions of current dollars,140.3,152.8,146,164.2,163.7,177.7,188.3,235.7,277.2,331.1,357.3,311.1,159.4,335.4,248.6,218.7,175.2,167.4,191.9,172.5,212.9,204.9,279
Maryland,   Support activities for mining,Millions of current dollars,2,4,5.1,7,7.5,7.6,8.6,12.6,22.4,34.2,35.1,39.9,38.5,50.4,67.8,73.6,67.2,68.2,58,49.5,49.2,34.4,27.2
Maryland,  Utilities,Millions of current dollars,3129.3,2965.1,3275.5,3172.5,3088.5,2935.3,3284.2,3916.6,3677.4,4410.6,5330.6,5234,5715.5,6762,6780.3,6110.8,6009.7,6221.5,6726.3,6865.7,7291,7428,7191.4
Maryland,  Construction,Millions of current dollars,7949,8618.1,9508.5,10657.1,11690.4,11946.9,12614.2,14370.7,15368.3,16084.8,16281.9,15486.5,14104.5,13217.6,13530.8,14168.5,15124.7,16743.9,18403.5,20927,23164.9,23560.3,24613.6
Maryland,  Manufacturing,Millions of current dollars,13796.4,13936.5,14158.7,13753.4,14855.5,15433.7,14464.7,15258.4,14941.3,15923.2,16877.4,17499.1,18872.1,19698.1,19644.7,18204.7,19445,19475.9,20056.3,21533.7,22289.5,23423,24755.8
Maryland,   Durable goods manufacturing,Millions of current dollars,7286,7276.4,6648.8,6207.9,6437.3,7219.7,7082.7,7487.1,7327.7,7439.8,7691.5,8950.8,8782.5,8908.1,9254.5,8427.2,8783.6,8746.8,9018.5,9921.2,10460.8,11725.3,12503
Maryland,    Wood product manufacturing,Millions of current dollars,153.5,163,167.6,195.1,171.9,269.6,223.5,235.2,251.3,263.6,227.6,197.7,203.2,163.6,188.3,148.4,163.3,190.4,201,224.6,276,305.3,338.6
Maryland,    Nonmetallic mineral product manufacturing,Millions of current dollars,417.8,377.6,422,415.3,432.7,419.1,419.8,483.4,532,540.9,464.2,419,367,341.3,365.6,411.1,537,614.3,651.6,662.8,667,723.9,790
Maryland,    Primary metal manufacturing,Millions of current dollars,1054,912.6,728.5,641.5,484.8,650.1,571.5,469.5,379.8,325.4,306.1,330.6,281.2,392.8,442.3,178.4,59.1,88.9,97.9,119.6,139.3,117.4,138.1
Maryland,    Fabricated metal product manufacturing,Millions of current dollars,844.5,888.7,828,914.6,895.7,819.9,858.4,842.3,939.2,922.3,983.2,1084.3,953.4,868.8,769.7,793.4,787.4,803.4,807.1,825.6,896.7,909.5,994
Maryland,    Machinery manufacturing,Millions of current dollars,957,1042.4,1092.4,897.1,958.4,1197.3,787.9,1047.2,759.9,1043.8,798.7,719.5,669.7,756.8,871.7,773,772.2,781.6,830.7,1144.5,1246.5,1291.5,1358.5
Maryland,    Computer and electronic product manufacturing,Millions of current dollars,2296.2,2249.1,1820.4,1446.6,1674,1964.7,2282.8,2560.6,2552,2512.4,3057.6,4192.3,4376.5,4440.8,4516.6,4107.2,4382.8,4300.5,4288.8,4409.9,4892.8,5797.2,6427.5
Maryland,"    Electrical equipment, appliance, and component manufacturing",Millions of current dollars,154.6,122.1,158,211.8,236,133,164.4,112.5,140.5,160.8,229,283.9,198.9,179.6,151.2,161.1,190.1,162.3,214.8,216.5,204.9,220.6,217.9
Maryland,"    Motor vehicles, bodies and trailers, and parts manufacturing",Millions of current dollars,623.4,605.9,568.1,576.5,539.5,570.2,508,495.3,405.6,304.2,196.1,141.6,65.2,105.7,132.8,138.2,186.8,153,165.3,178.8,144.2,127.1,123.3
Maryland,    Other transportation equipment manufacturing,Millions of current dollars,328.8,400.9,380.6,396.3,612.4,646.5,656.8,682.1,699.3,591.8,672.7,890.4,981.9,1033.5,1136.2,953.3,865.8,628.6,688.7,843.7,673.9,875,709.3
Maryland,    Furniture and related product manufacturing,Millions of current dollars,194.7,206.1,221.7,223.3,182.1,196.5,192.3,193.2,220,263,263,196.4,194.2,191,205.9,227.2,268.4,284.7,324.5,369.9,388.9,422.2,371.5
Maryland,    Miscellaneous manufacturing,Millions of current dollars,261.4,308.1,261.5,289.8,249.8,352.6,417.3,365.6,448.1,511.5,493.1,495.1,491.2,434.2,474.2,535.9,570.8,739.1,748.1,925.4,930.6,935.7,1034.2
Maryland,   Nondurable goods manufacturing,Millions of current dollars,6510.4,6660.1,7509.9,7545.5,8418.3,8214,7382,7771.3,7613.6,8483.4,9185.9,8548.3,10089.6,10790,10390.1,9777.6,10661.4,10729.1,11037.9,11612.4,11828.7,11697.6,12252.8
Maryland,    Food and beverage and tobacco product manufacturing,Millions of current dollars,2115,1783.6,2140.1,2039.7,2187.9,2387.8,2087,2249.9,2349,2723.7,2990.3,3156.9,3384.4,3103.5,2652.2,2882.6,3017.3,3352.2,2888.3,2772.5,2719.5,2819.1,2931.9
Maryland,    Textile mills and textile product mills,Millions of current dollars,123.9,138.6,148.4,147,155.5,213,155.6,227,181.5,160.5,149.3,177.8,135.9,160.2,159.5,156.6,124.4,115.2,118.7,124.7,117.9,103.6,97.6
Maryland,"    Apparel, leather, and allied product manufacturing",Millions of current dollars,264.8,295.2,205.1,205.4,208.6,160.1,98.5,83.1,79.9,59.2,54.9,65.4,64.6,82,94.7,103.7,111,118.1,104.6,94.5,107,86.8,65.9
Maryland,    Paper manufacturing,Millions of current dollars,356.2,309.6,429,442.6,381.2,412.3,366.3,299.7,371.7,370.8,326.9,204.2,326.5,329.7,284.3,236.1,237.6,220.6,267.2,257.3,246.8,268.7,255.7
Maryland,    Printing and related support activities,Millions of current dollars,825.4,887,974.3,942.9,976,976.9,917.9,867.1,998.4,1058.1,1130.2,1018.9,750.3,650.5,624.5,719.2,726.1,669.1,615.9,671.7,669.1,725.3,691.5
Maryland,    Petroleum and coal products manufacturing,Millions of current dollars,204.2,247.9,186.1,256.2,279.7,252.3,354.9,333.2,309.8,229.2,224.7,224.4,185.9,274.6,331.4,446.3,554.2,449.7,448.5,394.3,612.9,857.7,841.9
Maryland,    Chemical manufacturing,Millions of current dollars,1931.5,2257.2,2733.9,2836.9,3563.1,3027.2,2673.8,2946.4,2576.7,3113.6,3676.5,3111,4389.2,5398.3,5401.4,4254.3,4886.7,4969.5,5627.5,6321.2,6397.9,5866.4,6331.9
Maryland,    Plastics and rubber products manufacturing,Millions of current dollars,689.4,741,693,674.8,666.4,784.4,728.1,764.8,746.7,768.3,633,589.7,852.8,791.1,842.1,978.7,1004.1,834.6,967.2,976.2,957.8,970,1036.4
Maryland,  Wholesale trade,Millions of current dollars,9096,9494.8,9841.6,10504,10551,10536.8,11117.2,12145.2,13078.5,13629.7,13980.2,14309.6,13555.3,14237.1,14599.4,15133.5,15560.2,16036.5,16873.9,16862.8,17300,17873.7,18819.1
Maryland,  Retail trade,Millions of current dollars,10744.5,11705.9,12214.3,12912,13724.1,14234.9,14882.4,15069,16129.6,16370,16152.2,15557.7,14950.7,15894.2,16354.9,17273.9,17579.7,17913.9,18704.9,19209.9,19454.4,19844.4,20059.4
Maryland,  Transportation and warehousing,Millions of current dollars,3588.5,3778.1,4017,4405.1,4558.7,4604,4627.9,5132.4,5591.6,5836.1,5754.3,5917.6,5880.5,6421.2,6602.2,6715.6,6878,7440.4,8111.4,8523.3,8481.6,8929.5,9119.9
Maryland,   Air transportation,Millions of current dollars,541.3,527.8,611.7,668,653.2,525.8,519.8,655.1,744.2,755.9,801.3,736.6,833.1,1052.7,963.8,1064.6,1093.5,1324.4,1516.9,1772.5,1820.1,1803.8,1844.4
Maryland,   Rail transportation,Millions of current dollars,190.5,191.8,195.6,221.9,255.3,240.9,224.8,240.7,265.5,277.2,290.2,351.1,352.8,352.3,396.3,437.4,452.3,507.4,525,510.6,478,493.8,474.7
Maryland,   Water transportation,Millions of current dollars,75.5,73.2,71.1,95.1,110.1,75.8,86.7,75,65.6,83.1,91.4,115.9,132.3,243.3,241.8,213.4,247.5,218.5,225.7,229.7,184.3,192.9,191.2
Maryland,   Truck transportation,Millions of current dollars,925.7,1003.6,1094.6,1162.2,1159.7,1140.7,1172.7,1300.2,1353,1425.6,1380,1341.8,1223.6,1198.1,1233.5,1299.6,1307.5,1416.3,1553.9,1621.4,1651.5,1778,1891.3
Maryland,   Transit and ground passenger transportation,Millions of current dollars,408.6,404.6,434.3,496.6,547.3,562.9,657,654.1,699.3,773.4,785.4,778.2,835.5,877.8,957.2,966.2,987.9,1047,1059.6,1021.5,1044.4,1055.1,1111.6
Maryland,   Pipeline transportation,Millions of current dollars,52.9,55.1,56.1,48.9,7.9,10.3,8.6,9.4,9.6,9.5,11.5,12.7,13.2,22.9,20.8,24.7,31.8,38.5,35.2,44.8,30.3,35.1,27
Maryland,   Other transportation and support activities,Millions of current dollars,940,990.5,1047.2,1137.3,1233.7,1377.7,1404.5,1570.2,1721.4,1760.9,1628.9,1778,1697.7,1773.2,1872.3,1825.7,1801.7,1855.9,1957.7,1998.7,2036.2,2161.8,2241.6
Maryland,   Warehousing and storage,Millions of current dollars,453.9,531.4,506.3,575,591.4,669.8,553.8,627.8,733.1,750.6,765.6,803.3,792.4,900.9,916.3,884.2,955.6,1032.4,1237.4,1324.1,1236.9,1409.1,1338.2
