State,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
North Carolina,   Publishing industries (except Internet),Millions of current dollars,1737.9,2084.6,2567.7,2223.6,2251.9,2758.4,2884.7,3874.6,3854.2,3706.6,3927.7,3782.4,3264.3,3635.2,3647.4,4025.9,4353,5222,5485.8,6133.6,6418.4,6910.4,7522.9
North Carolina,   Motion picture and sound recording industries,Millions of current dollars,164.6,171.8,205.6,176.2,246.9,251.9,182.4,311.1,197.3,224.4,293.5,291,334.1,366.6,328.9,347.3,338.9,348,400.6,456.2,403.7,389.1,410.6
North Carolina,   Broadcasting (except Internet) and telecommunications,Millions of current dollars,4572.8,4974.3,4929.2,5015.6,4983.4,4976.5,5249.6,5731.8,6403.8,5982.6,6655.1,7002.1,6891.7,6913.2,6664.9,6543.3,7360.1,7512.6,8238.3,8688.8,8451.1,8578.1,8759.4
North Carolina,"   Data processing, hosting, and other information services",Millions of current dollars,835.3,868,717.1,482.8,1057.2,1713.3,1746.5,1814.7,1815.3,2424.5,2136.7,2757.8,2525.9,2641.4,2836,2727.5,2953.9,3459.2,3896.4,4132.1,4168.1,4553.7,3790.5
North Carolina,"  Finance, insurance, real estate, rental, and leasing",Millions of current dollars,33183.7,36317.3,40223,44187.3,49721.6,55206.7,58258.7,62714,71075.6,74414.9,73050.2,84686.1,77911.6,79257.2,84666.8,90865.7,92491.6,97895.8,101155.8,106827,116304.3,119433.5,126202.8
North Carolina,   Finance and insurance,Millions of current dollars,10520.2,12637.2,14139.8,16810.5,19857.8,24292.8,26188.8,28047.5,32904.6,33777.4,28172.8,37361.7,30236.6,30208.6,32985,37368.8,36339.4,39997.2,42042.8,45865.9,51919.4,53231.9,56169.2
North Carolina,"    Monetary Authorities- central bank, credit intermediation, and related services",Millions of current dollars,5433,7022.4,8937.1,10395.9,12726.8,17034.2,18852.4,20115.7,24108.5,24502.7,18897.8,29264.9,21578.1,20961,24071.9,27590,25377.7,27863.5,28731,30985.1,36031.9,35242.7,38266.7
North Carolina,"    Securities, commodity contracts, and other financial investments and related activities",Millions of current dollars,1081.9,1207.5,783.2,1303.8,1862.9,2005.8,1600.4,1823.1,2280.5,2655,2436.1,1110,2368.4,2596.1,2217.2,3365.7,3944.8,3474.6,3814.8,4752.4,5236.2,5934.7,6232.4
North Carolina,    Insurance carriers and related activities,Millions of current dollars,3991.7,4383.5,4385.1,5081.2,5212.7,5146.9,5599.1,5913.4,6310.1,6483.6,6467.4,6534.5,6077.8,6261.1,6465.1,6342,6843.3,8517.1,9458,10077.5,10506.2,11968.2,11545.7
North Carolina,"    Funds, trusts, and other financial vehicles",Millions of current dollars,13.5,23.8,34.3,29.6,55.4,105.9,136.9,195.2,205.5,136,371.5,452.3,212.3,390.4,230.9,71.1,173.5,141.9,39,50.9,145.1,86.3,124.3
North Carolina,   Real estate and rental and leasing,Millions of current dollars,22663.5,23680.2,26083.2,27376.8,29863.8,30914,32069.9,34666.4,38171,40637.5,44877.4,47324.5,47675,49048.6,51681.8,53496.9,56152.2,57898.7,59113,60961.1,64384.9,66201.7,70033.6
North Carolina,    Real estate,Millions of current dollars,20758.3,21698.1,23787.3,25042.1,27420.7,28505.3,29748.7,32426.2,35492.1,36800.7,41256.4,43577,45091.6,46534.9,49335.3,50713.5,53272.8,54794.4,55203.3,56401.9,59824.5,61032.4,64219.8
North Carolina,    Rental and leasing services and lessors of nonfinancial intangible assets,Millions of current dollars,1905.2,1982,2295.9,2334.6,2443.1,2408.7,2321.1,2240.2,2678.9,3836.8,3621,3747.5,2583.4,2513.7,2346.5,2783.5,2879.4,3104.3,3909.7,4559.2,4560.4,5169.2,5813.8
North Carolina,  Professional and business services,Millions of current dollars,17972.2,20150.8,22003.9,23491.2,25513,27186.1,28409.7,30996.1,33644,36684,40045,42624.6,40461.1,43580.9,46447.8,49800.6,50167,53930.2,57610.2,60719.6,64121,69121.6,72928.5
North Carolina,"   Professional, scientific, and technical services",Millions of current dollars,9547,10473.4,11577.8,11994.7,12803.2,13507.3,13989.4,15333.8,16507.2,18221.5,20263.9,21663.8,20866.6,22157.8,23655.6,25130.2,25345.3,26972.8,29571.7,31686,33574.1,37574.5,39276.3
North Carolina,    Legal services,Millions of current dollars,1580,1863.6,1915.7,1980.2,2098.5,2235.5,2428.2,2598.8,2700.1,2931.8,3210.2,3604.9,3260,3157.6,3291,3321.3,3354.9,3451.1,3613.5,3841.9,3982.1,4155.8,4454.4
North Carolina,    Computer systems design and related services,Millions of current dollars,1418.1,1620.5,2073.8,2046.4,2111.9,2079.2,2180.4,2613.9,2898.2,3251,3671.6,3658.3,3893,4150.4,4777.5,5241,5233.7,5679.3,6594.2,7683.7,7668,9374.1,9199.5
North Carolina,"    Miscellaneous professional, scientific, and technical services",Millions of current dollars,6548.9,6989.3,7588.3,7968.2,8592.8,9192.6,9380.9,10121.1,10908.9,12038.7,13382.2,14400.5,13713.5,14849.8,15587.1,16567.8,16756.7,17842.4,19364,20160.3,21924,24044.6,25622.4
North Carolina,   Management of companies and enterprises,Millions of current dollars,3214.9,3991.7,4471.5,5121.2,5843.6,6450.6,6679.9,7331,7882.7,8397.8,8765.9,9574.1,8956.6,9700.9,10219.3,11079.1,10968.4,11888.7,12558.5,12697.9,12999.4,13162.7,13821.6
North Carolina,   Administrative and support and waste management and remediation services,Millions of current dollars,5210.3,5685.7,5954.6,6375.3,6866.2,7228.2,7740.4,8331.2,9254.1,10064.6,11015.2,11386.7,10637.9,11722.1,12572.8,13591.4,13853.4,15068.7,15480,16335.8,17547.5,18384.5,19830.6
North Carolina,    Administrative and support services,Millions of current dollars,4885.4,5351.5,5573.4,5988.6,6441.3,6760.2,7247.6,7850.1,8720.6,9561.5,10418.8,10711,9977.2,10867,11811.9,12782.9,12994.8,14129.1,14542.4,15386.1,16361.1,17007.2,18399.1
North Carolina,    Waste management and remediation services,Millions of current dollars,325,334.2,381.2,386.6,424.9,468,492.8,481.1,533.5,503.2,596.4,675.7,660.7,855.2,760.9,808.6,858.6,939.6,937.6,949.7,1186.3,1377.3,1431.4
North Carolina,"  Educational services, health care, and social assistance",Millions of current dollars,13691.6,14584.3,15670.1,16664.2,18287.5,19604.4,21088.6,22960,24412.1,26787.8,28481.6,30962.1,33133.2,33730.6,34279.7,35699.7,36001.2,38319.9,39656.4,41711.9,43264.5,45087.9,47482.9
North Carolina,   Educational services,Millions of current dollars,1631.8,1745.1,1939.9,2115.1,2273.5,2416.5,2668.7,3194.3,3411.4,3847,4178.3,4704.6,5433.7,5725.5,5966,6178.1,5637.8,6891.9,7025.6,7329.4,7133,7625.8,8092.6
North Carolina,   Health care and social assistance,Millions of current dollars,12059.8,12839.2,13730.2,14549.1,16014,17187.9,18419.8,19765.7,21000.7,22940.7,24303.3,26257.4,27699.5,28005,28313.8,29521.6,30363.4,31428,32630.8,34382.4,36131.5,37462.1,39390.3
North Carolina,    Ambulatory health care services,Millions of current dollars,6439.9,6832.5,7176.7,7613.4,8378.1,8911.2,9478.2,10317,11015.6,11780.1,12310.4,13238.9,14104.6,14451.4,14783.8,15361.3,15982.7,16610,17415.9,18525.4,19311.5,19763.2,20744.4
North Carolina,    Hospitals,Millions of current dollars,3216.9,3410.2,3713.1,3896,4282.2,4601.7,4948.9,5146.8,5351.4,6201.8,6568.7,7306.1,7708.6,7695.4,7785.3,8282.6,8349.8,8573.5,8872.5,9301.7,10147.7,10779.6,11388.6
North Carolina,    Nursing and residential care facilities,Millions of current dollars,1574.6,1660.7,1796.7,1896.1,2061.2,2266.9,2426.1,2629.6,2736.5,2902,3079.6,3261,3391.1,3428.4,3410,3452.8,3486.1,3594.2,3682.4,3756.9,3751.4,3906.9,4023.9
North Carolina,    Social assistance,Millions of current dollars,828.5,935.9,1043.7,1143.6,1292.5,1408.1,1566.6,1672.2,1897.1,2056.9,2344.6,2451.5,2495.2,2429.8,2334.7,2424.9,2544.8,2650.2,2660.1,2798.4,2920.8,3012.5,3233.5
North Carolina,"  Arts, entertainment, recreation, accommodation, and food services",Millions of current dollars,6554.6,7242.4,7955,8589.7,8478,8954.6,9333.2,9756.3,10171.6,11106.6,11851.5,12018.1,12030.5,12485.3,13342.2,14276,15201.7,16476.7,17967.3,19384,20635.6,21575.5,22893.2
North Carolina,"   Arts, entertainment, and recreation",Millions of current dollars,1431.7,1568.6,1726.3,1895.2,1842.3,1940.1,2185.3,2379.6,2418.2,2753.5,2877.5,3040.8,3156.4,3213.6,3646.5,3823.2,3989,4064.1,4149.9,4413.2,4795.4,4788.6,4967.2
North Carolina,"    Performing arts, spectator sports, museums, and related activities",Millions of current dollars,625.9,764.8,854.7,988.2,1000.2,1037.6,1233.1,1358,1346.8,1637.4,1679.9,1807.7,1844,1832.8,2228.5,2357.1,2539,2540,2617.7,2732.3,3046.6,2969.8,3081.4
North Carolina,"    Amusement, gambling, and recreation industries",Millions of current dollars,805.8,803.8,871.6,907.1,842.1,902.5,952.2,1021.6,1071.4,1116,1197.6,1233,1312.4,1380.8,1418.1,1466.1,1450,1524.1,1532.2,1680.9,1748.8,1818.8,1885.7
North Carolina,   Accommodation and food services,Millions of current dollars,5122.9,5673.8,6228.7,6694.4,6635.6,7014.4,7148,7376.6,7753.4,8353.1,8974,8977.3,8874.2,9271.7,9695.6,10452.8,11212.7,12412.6,13817.5,14970.8,15840.2,16786.9,17926
North Carolina,    Accommodation,Millions of current dollars,1239.7,1475.5,1592.2,1724.2,1596.7,1682,1640.7,1635.3,1671.4,1796.1,1983.4,1896.8,1682.6,1759.3,1855.8,1898.7,2261.8,2565,2813.2,3014.1,3242.2,3430.9,3137.2
North Carolina,    Food services and drinking places,Millions of current dollars,3883.2,4198.3,4636.4,4970.2,5038.9,5332.4,5507.2,5741.4,6081.9,6557,6990.6,7080.6,7191.6,7512.4,7839.8,8554.1,8950.9,9847.6,11004.3,11956.7,12598,13356,14788.8
North Carolina,  Other services (except government and government enterprises),Millions of current dollars,6157.7,6605.3,6738.7,6976,6557.6,7013.4,7083.4,7419.5,7681.6,8080.4,8318.6,8273,8156.9,8322.8,8424.6,8973.6,9204.8,9719.3,10130.1,10510,10771.6,11461.1,12208.3
North Carolina, Government and government enterprises,Millions of current dollars,29543.3,31199.9,33172.6,35188.1,37379.1,38956.4,41439.9,44325.4,47702.1,50888.2,54923.7,58833.2,61048.5,62934.5,63739.9,63157.1,64125.8,65320.2,68096.7,68219.2,70955.5,73985.5,76491.7
North Carolina,  Federal civilian,Millions of current dollars,4153.7,4332.2,4508.1,4917,4954.5,5251.2,5622.2,5982.8,6264,6677.5,7122.6,7389.7,7720.2,8196.8,8470.5,8620.8,8665.7,9043.1,9553.5,9870.5,10345.5,10801.3,11244.6
North Carolina,  Military,Millions of current dollars,4396.1,4483.6,4643.7,4817.6,5152.6,5622.2,6627.9,7206.4,8133,8602,9510.3,10724.2,11588.1,12261.1,12351.9,12172.4,11670.3,11399.6,11382.7,10467.3,10266.9,10339.1,10731.1
North Carolina,  State and local,Millions of current dollars,20993.5,22384.1,24020.7,25453.6,27272,28083,29189.8,31136.1,33305.1,35608.7,38290.8,40719.3,41740.2,42476.6,42917.5,42363.8,43789.8,44877.5,47160.5,47881.4,50343.1,52845.1,54516.1
North Carolina,Natural resources and mining,Millions of current dollars,4712.4,3859.7,3538.6,4438.5,4620.2,3025.4,3413.1,4921.3,4907.8,4863.4,4996.1,4659.1,4606.5,4727.6,4265.5,4945.2,5631.8,6008.3,5550,5008.2,5927.3,5031.4,4655.4
North Carolina,Trade,Millions of current dollars,29197.3,31493.7,32635.8,33543,32674.8,33398.1,35347.6,37518.9,40221.5,42581.3,44507.7,44667,42284.1,44592,45227.5,48086.2,50479.1,53156.4,55586.5,57708.3,59761.9,61757,65409.4
North Carolina,Transportation and utilities,Millions of current dollars,11946.8,11982.2,12360.1,12652.2,11422,11417.8,11852.9,12890.8,13192.4,14807.7,14942,16161.1,16218.9,17816.1,17546.6,17643.2,17186.7,18718.5,19493.3,19850.8,20725.9,21877,23301.7
North Carolina,Manufacturing and information,Millions of current dollars,70434.8,71393.5,78091.8,78471.6,79132.1,78868.7,79547.5,80439.5,84402.9,97522.8,99310.5,97447.6,100264.1,99825.7,101153.1,98098.5,107133.2,107655.4,115832.7,116173.1,115517.6,117333.4,118495.5
North Carolina,Private goods-producing industries 2/,Millions of current dollars,78377.1,79215.9,86197,88818.7,89496.5,86408.7,87511.7,89565.8,95098.2,109836.2,112357.7,106735,106895.1,103751.9,104570.6,102949.3,112405.2,113112.5,121211.4,121688.3,123689.1,125251.3,128253.4
North Carolina,Private services-providing industries 3/,Millions of current dollars,126014.5,136474.6,146006.2,154001.7,161193.8,172481.4,181437.3,195987.7,212669.4,226800.7,234209.6,253225.2,243212.2,253341.2,263412.2,278989,285738,304758.6,319620.7,336122.2,355026,370744.9,390910.3
North Dakota,All industry total,Millions of current dollars,15760.8,16816.6,17067.2,18100.1,18889.1,20194.7,22061.1,23259,24700,26500.7,29075.4,31874.4,32226,35676.2,41587.7,51832.6,54271,59926.3,55996.9,51989.2,55228,59092.6,59004.5
North Dakota, Private industries,Millions of current dollars,13217.5,14221,14423.7,15257.4,15856.8,16897.6,18525.9,19538.7,20903,22494.5,24974.3,27919.2,27753.7,30791.9,36601.5,46768.5,49308.1,54614.1,50225.4,46068.2,49147.8,52734.6,52380.8
North Dakota,"  Agriculture, forestry, fishing and hunting",Millions of current dollars,1058.3,1394.5,843.9,1016.2,929.6,1173.7,1821.9,1609.9,1462.4,1556.2,2535.5,3231.7,2570.3,2726.2,3014.5,4932.2,3543.3,2980,2571.5,2773.9,2941.2,3162,2491.7
North Dakota,   Farms,Millions of current dollars,976.9,1317.8,764.1,919.2,849.8,1098.5,1735.1,1514.6,1363.5,1446.7,2437.9,3122.7,2460,2591.9,2887.7,4789.8,3401.1,2826.6,2407.1,2598,2759.7,2979.2,2326.4
North Dakota,"   Forestry, fishing, and related activities",Millions of current dollars,81.4,76.7,79.9,97.1,79.8,75.2,86.8,95.3,98.9,109.4,97.6,109,110.3,134.3,126.8,142.3,142.2,153.4,164.4,176,181.4,182.8,165.2
North Dakota,"  Mining, quarrying, and oil and gas extraction",Millions of current dollars,342.4,301,289.1,346.3,388.6,351.1,388.9,468.9,637.5,912.5,1134.3,1794.5,1652,2854.9,5054.8,8097.5,9336.5,11464.8,7011.2,5093.6,7977.6,10387,9229.8
North Dakota,   Oil and gas extraction,Millions of current dollars,125.6,67.3,67.7,90.7,75.1,76.9,84.5,133.1,214.7,285,391.5,715.5,647.8,1044.7,1656.1,2818.1,3707.2,4652.7,2734.6,2678.7,4679.9,6047.7,5024.3
North Dakota,   Mining (except oil and gas),Millions of current dollars,141.2,168.2,180.3,187.3,197,187.3,198.1,199,215.3,237.2,276.5,288.2,325.9,377.4,431.4,481.9,579.7,555.4,603.4,628.7,656.2,667.9,626
North Dakota,   Support activities for mining,Millions of current dollars,75.6,65.4,41,68.3,116.5,86.9,106.3,136.9,207.6,390.2,466.3,790.8,678.3,1432.8,2967.3,4797.5,5049.6,6256.7,3673.2,1786.2,2641.5,3671.4,3579.6
North Dakota,  Utilities,Millions of current dollars,582.8,556.4,569.1,559,596.4,579.2,603.6,609.7,607.1,676.3,712.8,738.1,826.8,873.4,948,979.1,1074.9,1184.8,1257.5,1338.1,1414,1414.5,1417.5
North Dakota,  Construction,Millions of current dollars,711.3,775.2,907.5,898.7,887.7,867.7,937,1059.4,1115.2,1193.2,1275.6,1493.2,1757.9,1959.1,2477.9,3244.1,3596.3,4011.4,3948.8,3627.8,3076.1,2933.7,3216.3
North Dakota,  Manufacturing,Millions of current dollars,1228,1332.6,1389.5,1323.3,1663.9,1758.9,2005.1,2089.9,2415.4,2592,2652.6,2932.9,2572.9,2534.9,2721.7,3249.6,3407.6,3657.8,3816.1,3418.5,3508.9,3587.2,3921.4
North Dakota,   Durable goods manufacturing,Millions of current dollars,778,932.4,949.1,865.9,1045.5,1153,1296,1344.3,1738.1,1788.1,1751.6,1854.8,1447.9,1458.1,1666,1992.6,2041.8,2160.4,2344.6,2035.2,2174.6,2354.2,2648.6
North Dakota,    Wood product manufacturing,Millions of current dollars,62.5,64.7,63.1,70.7,74.7,92,117.8,84.4,98.2,89.8,118.7,122.7,114.3,111,122.6,130.8,146.2,120.2,152.1,154.5,177.8,166.7,200.5
North Dakota,    Nonmetallic mineral product manufacturing,Millions of current dollars,27.6,30.7,39.7,43.1,56.1,61.9,65.2,77.9,81.3,85.3,91.6,93.8,88.8,109,142.2,196,219.1,216.8,234,220.3,176.9,168.9,231.6
North Dakota,    Primary metal manufacturing,Millions of current dollars,4.9,5.6,6.4,6.4,3.2,3,2.5,4.4,4.5,4,4.7,7.2,8.9,7.7,10.1,13.8,16.1,20.4,25.6,65.4,77.2,92.6,100.8
North Dakota,    Fabricated metal product manufacturing,Millions of current dollars,77.5,71,62.9,57.5,75.6,72.1,64.7,85.6,111.9,104.5,156.4,173.8,126.9,116,160.9,133.8,181.8,181.1,170.3,136.3,138.1,171.3,169.1
North Dakota,    Machinery manufacturing,Millions of current dollars,454.3,529.2,560.6,459.7,482.9,553.2,668,734.5,1004,1019.4,838.9,1039.4,804.7,779.2,822.4,1093.2,1072.9,1194.2,1286.5,1016.1,1130.8,1226.8,1382.1
North Dakota,    Computer and electronic product manufacturing,Millions of current dollars,6.5,72.5,61.4,51.6,120.2,142.7,174.8,162.4,192.3,226.7,267.8,146.2,97.2,91,139.6,129.4,107.1,150.9,177.3,135.1,142.7,171.2,171.5
North Dakota,"    Electrical equipment, appliance, and component manufacturing",Millions of current dollars,2,3.7,3.9,3.5,3.3,3.9,1.4,1.5,5.6,6.3,7,9.4,5.7,6.5,7.9,9.7,10.9,11.7,13,10,10.6,13.6,12.6
North Dakota,"    Motor vehicles, bodies and trailers, and parts manufacturing",Millions of current dollars,69,81.2,84.3,97.6,106.4,99.8,90,76.7,84.7,92.7,90.9,83.4,41.3,77,102,111.2,99,76.1,84.2,92.5,108.3,131,159.5
North Dakota,    Other transportation equipment manufacturing,Millions of current dollars,23,27.9,26.3,29.5,69.6,59.7,49.8,63.5,97.6,95,108.6,111.4,91.4,91.1,92.2,101.2,105.1,105.5,116.1,120.6,124,120.7,139.9
North Dakota,    Furniture and related product manufacturing,Millions of current dollars,24.7,21.9,20.5,26.3,33.1,44.9,41.9,33,37.9,42.1,42.4,41,38.4,38.8,35.1,33.5,40.4,40.7,44.7,40.5,40.6,43.4,43.2
North Dakota,    Miscellaneous manufacturing,Millions of current dollars,25.9,24.2,20,19.9,20.4,19.7,19.9,20.5,20.1,22.2,24.6,26.4,30.3,30.9,31.1,40,43.1,42.8,41,43.9,47.5,48.2,37.9
North Dakota,   Nondurable goods manufacturing,Millions of current dollars,450.1,400.2,440.3,457.4,618.3,605.9,709,745.6,677.4,803.9,901,1078.2,1125,1076.8,1055.7,1257,1365.8,1497.4,1471.4,1383.3,1334.3,1233,1272.8
North Dakota,    Food and beverage and tobacco product manufacturing,Millions of current dollars,307.3,261.7,301.8,317.8,363.2,370.9,424,458.2,402.7,509.7,572.1,707.7,747.9,701.9,688.4,806.5,842.2,781.3,768.1,803.3,744.4,659,680.9
North Dakota,    Textile mills and textile product mills,Millions of current dollars,4.7,5.4,6.1,6.6,5.3,5.5,5.2,7,6.7,7.4,8.1,10.2,10.8,11.5,11.9,14.6,15.5,17.2,16.6,17.4,19.4,18.5,19.3
North Dakota,"    Apparel, leather, and allied product manufacturing",Millions of current dollars,2.1,2.4,2.1,2.1,3.7,3.9,3.8,4.5,5,4.7,4.3,4.7,4.3,4.7,5.1,5.2,5.5,4.6,4.6,4.5,4.5,4.6,5.9
North Dakota,    Paper manufacturing,Millions of current dollars,4.9,3.1,4.1,3.5,9.2,10.1,10,10.5,11.8,13.8,12.3,12.4,14,14.6,15.5,13.7,17.6,16.5,17.5,13.1,12,12.8,14.1
North Dakota,    Printing and related support activities,Millions of current dollars,29,30.6,33.1,33.9,35.2,35.6,37,37.7,39.2,41.3,40.9,42.8,41,44.2,46.1,48.6,45.4,41,38.8,39.1,36.7,36.7,36.6
North Dakota,    Petroleum and coal products manufacturing,Millions of current dollars,33.1,37,26.3,26.4,108.7,85.2,122.2,128,115.8,117.7,125.3,157.6,142.6,144,146.1,160.7,162.6,288.3,325.4,176.7,207,243.3,269.9
North Dakota,    Chemical manufacturing,Millions of current dollars,37.7,23.4,25.1,22.2,39.2,37.8,42.5,30.9,26.9,35.4,56.5,65.3,83.3,75.7,62.7,55.7,120.3,177,168.9,161.4,167.5,131.7,128.4
North Dakota,    Plastics and rubber products manufacturing,Millions of current dollars,31.3,36.7,41.8,45,53.8,56.9,64.4,68.7,69.2,74,81.4,77.5,81.1,80.2,79.8,152,156.7,171.5,131.4,167.8,142.7,126.5,117.6
North Dakota,  Wholesale trade,Millions of current dollars,1361.2,1400.2,1404,1438.1,1409.5,1455.9,1612.7,1828.3,1981.6,2054,2170.2,2525.8,2648.4,3045.7,3673.9,4548.6,4939.2,5226.7,5135.5,4525.7,4532.4,4602.6,4751.4
North Dakota,  Retail trade,Millions of current dollars,1349.8,1447.6,1467.4,1508.3,1543.8,1577.2,1672.5,1691.1,1800.8,1879.4,1912.3,1971.2,2074.7,2203.5,2426.7,2759.1,3007.9,3178.9,3241.5,3022.3,2948.4,2997.9,3083.8
North Dakota,  Transportation and warehousing,Millions of current dollars,624.2,709.1,709.9,762.2,738.8,748.8,812.2,885.7,973.9,1116.4,1129.5,1324.8,1287.6,1480.5,1927,2600.4,2967.8,3445.3,3173.4,2528.4,2621.1,2782.6,2902.7
North Dakota,   Air transportation,Millions of current dollars,15.4,13.4,14.9,15,10.6,14.2,15.7,17.5,18.6,19.3,21.1,19.9,27,18,21.4,33.7,44.6,48,41.9,45.6,52.1,71.4,72.4
North Dakota,   Rail transportation,Millions of current dollars,203.8,223.5,217.2,237.1,219.1,199.5,233.5,264.1,321.1,395.9,393.6,482.6,404.8,439.5,436.6,446.4,615.8,682.3,662.1,575.6,595.1,635,607.5
North Dakota,   Water transportation,Millions of current dollars,0.3,0.4,0.4,0.7,0.5,0.4,0.8,0.5,0.2,0.1,1.4,2.5,2.8,6.4,0.5,11.7,23,25.8,20.4,8.9,17.8,20.7,29.3
North Dakota,   Truck transportation,Millions of current dollars,287.2,322.7,341.8,362.4,352.8,365,376.7,392.8,415.6,465.7,476.2,535.2,565.6,703.4,1113.8,1672.1,1759.3,2035.8,1776.3,1238,1286.2,1341.4,1403.1
North Dakota,   Transit and ground passenger transportation,Millions of current dollars,24.8,27.1,29.5,31.6,30.4,31.6,36.3,42.7,44.3,49.5,50.2,57.2,61.6,64.5,75.2,80.7,79.5,88,87.9,71.6,71.5,61.3,59.2
North Dakota,   Pipeline transportation,Millions of current dollars,11.9,32.7,18.8,13.3,22.3,27.9,30.4,34.8,35.3,37.3,43.9,67.5,64.6,77.5,83,112.8,151,193.4,209.9,259.3,279.8,306,348.6
North Dakota,   Other transportation and support activities,Millions of current dollars,72.7,78.8,76.4,89.1,90.2,97.1,97.8,109.8,122,130.2,126,138.6,137.5,152.3,175.2,220.7,269.6,339.4,341.1,297.9,288.1,307.4,337.8
North Dakota,   Warehousing and storage,Millions of current dollars,8.1,10.5,10.9,13,13,13,20.9,23.5,16.9,18.4,17.2,21.2,23.7,18.9,21.4,22.2,25,32.6,33.9,31.5,30.5,39.5,44.9
North Dakota,  Information,Millions of current dollars,509.4,551.8,566.4,548.7,633.3,709.5,802.4,938.9,916.3,956,1075.1,1108.6,1175.4,1208.3,1189.6,1165.3,1208.4,1272.3,1237.5,1335.6,1390.7,1408,1436.6
North Dakota,   Publishing industries (except Internet),Millions of current dollars,128.7,139.1,179.6,167.2,192.5,257.6,307,397,348.9,365,453.9,447.4,470.1,477.2,495.8,541.2,535.4,525.5,485,558.7,581.3,618.6,611.2
North Dakota,   Motion picture and sound recording industries,Millions of current dollars,9.5,10.7,13.3,10.6,18.5,17.7,14.4,19.5,15.1,14.4,17.8,15.2,26.9,20.2,19.5,19.8,23.1,22.5,21.8,22.7,24.8,20.7,17.7
North Dakota,   Broadcasting (except Internet) and telecommunications,Millions of current dollars,323.7,344.4,328.1,346.1,358.5,347.3,373.7,429.1,479.2,493,531.4,552.7,581.6,585.9,547.1,531.1,585.1,603.4,650.4,656,677,686.9,712.9
North Dakota,"   Data processing, hosting, and other information services",Millions of current dollars,47.6,57.6,45.4,24.8,63.8,86.9,107.4,93.3,73.1,83.7,72,93.3,96.7,125,127.2,73.2,64.8,120.9,80.3,98.2,107.5,81.9,94.8
North Dakota,"  Finance, insurance, real estate, rental, and leasing",Millions of current dollars,2257.8,2421,2690.2,3030.8,3127.6,3486.9,3526.1,3696.8,4034.8,4202.2,4598.4,4568.2,4835.8,5174.7,5909.4,6956.4,7379.8,8616.7,9018.7,8741.3,8766.6,8957,8923.4
North Dakota,   Finance and insurance,Millions of current dollars,848.3,947.2,1038.1,1186.3,1260,1417.8,1448,1366.4,1464.4,1546.6,1585.8,1577.4,1701.6,1801.4,1947.6,2185.8,1799.8,2359.1,2531.6,2595.9,2615.3,2869.1,2914.4
North Dakota,"    Monetary Authorities- central bank, credit intermediation, and related services",Millions of current dollars,422,505.6,583.8,647.2,688.6,824.5,814,743.2,776.1,796.5,763.1,836.5,857.9,886.2,993.2,1125.8,925,1010.4,1078.3,1213.7,1312.4,1437.7,1465.4
North Dakota,"    Securities, commodity contracts, and other financial investments and related activities",Millions of current dollars,60.8,58.1,59.5,58.9,74.9,69.5,63.9,67.9,78.5,84.2,71.1,35.5,76.8,83,81,117.7,140.8,126.8,142.9,164.5,165.9,184.8,188.7
North Dakota,    Insurance carriers and related activities,Millions of current dollars,363.3,380.6,390.5,476.3,491.1,522.8,567.7,552.1,605,662.9,746.5,700.8,765.6,827.8,872,939.8,731.3,1218.6,1298.8,1205.3,1128.2,1232.8,1249
North Dakota,"    Funds, trusts, and other financial vehicles",Millions of current dollars,2.2,2.8,4.3,3.8,5.6,1,2.5,3.1,4.8,3.1,5.2,4.6,1.3,4.4,1.4,2.5,2.8,3.3,11.6,12.4,8.8,13.8,11.4
North Dakota,   Real estate and rental and leasing,Millions of current dollars,1409.5,1473.9,1652,1844.5,1867.6,2069.1,2078.1,2330.4,2570.4,2655.6,3012.6,2990.8,3134.2,3373.3,3961.8,4770.6,5580,6257.6,6487.1,6145.4,6151.3,6088,6009
North Dakota,    Real estate,Millions of current dollars,1316.9,1375,1543.5,1721.2,1739.3,1940,1915.9,2135.5,2389,2449.8,2722.1,2715.3,2859,3023.9,3428.7,3779.9,4163.7,4500.6,4981.1,4963.5,4975.1,4922.5,4873.4
North Dakota,    Rental and leasing services and lessors of nonfinancial intangible assets,Millions of current dollars,92.6,98.9,108.6,123.3,128.3,129.1,162.1,194.9,181.3,205.9,290.5,275.5,275.2,349.4,533.1,990.7,1416.3,1757.1,1506,1182,1176.2,1165.5,1135.6
North Dakota,  Professional and business services,Millions of current dollars,747.3,788.8,884.2,949.8,1048.9,1115.5,1141.2,1241.2,1367.3,1520.2,1668.1,1822.3,1852.5,2007.2,2230.1,2656.3,2961.7,3361.8,3315.5,3104,3206.4,3329.6,3275.6
North Dakota,"   Professional, scientific, and technical services",Millions of current dollars,381.9,414.9,463.4,470.7,519.4,571.9,590,630,698.6,782.4,852.4,976.2,987.5,1090.5,1213.3,1477.7,1679.6,1922.8,1872.8,1736.1,1749,1829.5,1915
North Dakota,    Legal services,Millions of current dollars,80.7,85.9,92,92.2,102.5,104.1,109.4,114.1,116.7,125,135.6,153.1,143.8,152.1,166.4,182.6,199.4,203.8,210.7,215.2,223.4,228.8,231.9
