state_name,year,population,land_area_sqkm,pop_density
Alabama,1997,4368078.176,131171,33.30063944012015
Alabama,1998,4405940.594,131171,33.589288745225694
Alabama,1999,4429409.847,131171,33.76820979484795
Alabama,2000,4452440.551,131171,33.943787506384794
Alabama,2001,4467493.2979999995,131171,34.05854417516066
Alabama,2002,4475728.154999999,131171,34.121323730092776
Alabama,2003,4509677.419,131171,34.38014057223014
Alabama,2004,4536741.214,131171,34.58646510280473
Alabama,2005,4570063.694,131171,34.840503571673615
Alabama,2006,4628571.429,131171,35.286545265340656
Alabama,2007,4676190.476000001,131171,35.64957556167141
Alabama,2008,4725423.729,131171,36.02491197749503
Alabama,2009,4753968.254,131171,36.24252505508077
Alabama,2010,4783393.502,131171,36.46685244451899
Alabama,2011,4796296.296,131171,36.565218653513355
Alabama,2012,4807843.137,131171,36.65324756996592
Alabama,2013,4839357.43,131171,36.893501078744535
Alabama,2014,4845849.802,131171,36.94299656174002
Alabama,2015,4845528.455,131171,36.94054672907884
Alabama,2016,4871794.8719999995,131171,37.14079233977022
Alabama,2017,4869955.157,131171,37.126767021674
Alabama,2018,4886956.522,131171,37.256379245412475
Alabama,2019,4921296.296,131171,37.51817319376997
Alaska,1997,613095.238,1477953,0.4148272901776985
Alaska,1998,619676.946,1477953,0.4192805495167979
Alaska,1999,624963.5460000001,1477953,0.4228575238860776
Alaska,2000,628332.613,1477953,0.42513707337107476
Alaska,2001,634033.6760000001,1477953,0.4289944781735279
Alaska,2002,641141.141,1477953,0.43380347074636333
Alaska,2003,648036.254,1477953,0.43846878351341345
Alaska,2004,659058.488,1477953,0.4459265538214003
Alaska,2005,667134.831,1477953,0.45139110039358493
Alaska,2006,674591.382,1477953,0.45643628856939295
Alaska,2007,680685.358,1477953,0.46055954282713996
Alaska,2008,687170.475,1477953,0.46494744758459844
Alaska,2009,699812.383,1477953,0.47350110795133543
Alaska,2010,713461.5380000001,1477953,0.4827362832241621
Alaska,2011,721789.883,1477953,0.4883713372482075
Alaska,2012,731313.1309999999,1477953,0.4948148763864615
Alaska,2013,737527.115,1477953,0.4990193294374043
Alaska,2014,736956.522,1477953,0.4986332596503407
Alaska,2015,736842.105,1477953,0.49855584379205564
Alaska,2016,742222.222,1477953,0.5021960928392174
Alaska,2017,740659.341,1477953,0.5011386295775305
Alaska,2018,737179.487,1477953,0.4987841203340025
Alaska,2019,734475.375,1477953,0.49695448705067075
Arizona,1997,4748344.371,294207,16.13946769111544
Arizona,1998,4885350.318,294207,16.60514643771222
Arizona,1999,5023676.012,294207,17.075310961329947
Arizona,2000,5157832.043,294207,17.53130293636793
Arizona,2001,5272997.033,294207,17.922744982274384
Arizona,2002,5384146.341,294207,18.300537855999348
Arizona,2003,5518292.683,294207,18.756496898442254
Arizona,2004,5656976.744,294207,19.22787949980796
Arizona,2005,5826347.305,294207,19.803564514100614
Arizona,2006,6017964.072,294207,20.454863657220937
Arizona,2007,6168674.699,294207,20.967124164278893
Arizona,2008,6294478.528,294207,21.39472727705323
Arizona,2009,6344594.595000001,294207,21.565070154687007
Arizona,2010,6419354.839000001,294207,21.819177786388497
Arizona,2011,6470198.675,294207,21.991994327123418
Arizona,2012,6541095.890000001,294207,22.23297164921297
Arizona,2013,6620000,294207,22.501164146332343
Arizona,2014,6710344.828,294207,22.8082432708943
Arizona,2015,6834532.374,294207,23.23035269045264
Arizona,2016,6938931.298,294207,23.585201229066612
Arizona,2017,7070312.5,294207,24.031761650810484
Arizona,2018,7183206.107,294207,24.41548333996132
Arizona,2019,7283464.567,294207,24.756258576444477
Arkansas,1997,2603524.229,134771,19.31813393831017
Arkansas,1998,2630434.7830000003,134771,19.517810085255732
Arkansas,1999,2652431.29,134771,19.68102403336029
Arkansas,2000,2677664.975,134771,19.868257822528587
Arkansas,2001,2692373.977,134771,19.977398527873206
Arkansas,2002,2707964.602,134771,20.093080870513685
Arkansas,2003,2728070.175,134771,20.242264099843435
Arkansas,2004,2753303.9650000003,134771,20.429498668111094
Arkansas,2005,2774193.548,134771,20.584499246870617
Arkansas,2006,2822727.273,134771,20.944619191072263
Arkansas,2007,2855855.8559999997,134771,21.190433075364876
Arkansas,2008,2878923.767,134771,21.361596834630596
Arkansas,2009,2900943.396,134771,21.524982347834477
Arkansas,2010,2924778.761,134771,21.701840611110697
Arkansas,2011,2947598.2529999996,134771,21.87116110290789
Arkansas,2012,2959821.429,134771,21.961856994457264
Arkansas,2013,2965367.965,134771,22.003012257829948
Arkansas,2014,2969827.586,134771,22.036102618515855
Arkansas,2015,2984848.4850000003,134771,22.14755759770277
Arkansas,2016,2985576.923,134771,22.152962603230666
Arkansas,2017,3000000,134771,22.25998174681497
Arkansas,2018,3012765.957,134771,22.35470507008184
Arkansas,2019,3027906.9770000004,134771,22.4670513463579
California,1997,32348623.85,403466,80.17682741544517
California,1998,32963636.360000003,403466,81.70115043151097
California,1999,33495882.889999997,403466,83.0203360134435
California,2000,33982222.22,403466,84.22573951708446
California,2001,34483899.82,403466,85.46915928479723
California,2002,34945454.550000004,403466,86.61313357259348
California,2003,35339622.64,403466,87.59008848329228
California,2004,35690909.089999996,403466,88.46076023754169
California,2005,35743119.27,403466,88.59016440046993
California,2006,36163636.36,403466,89.63242592932242
California,2007,36270270.269999996,403466,89.89672059107829
California,2008,36571428.57,403466,90.64314854287598
California,2009,37030000,403466,91.77972865123704
California,2010,37145833.330000006,403466,92.06682429250546
California,2011,37659340.66,403466,93.33956432512281
California,2012,37902173.910000004,403466,93.94143226442874
California,2013,38428571.43,403466,95.24612093708019
California,2014,38377777.78,403466,95.12022767717727
California,2015,39044444.44,403466,96.77257672269782
California,2016,39266666.67,403466,97.32335976265658
California,2017,39175824.18,403466,97.0982045079387
California,2018,39406593.41,403466,97.67017148904739
California,2019,39362637.36,403466,97.561225382064407
Colorado,1997,4026455.0259999996,268431,14.999962843337766
Colorado,1998,4126315.7890000003,268431,15.371979350373095
Colorado,1999,4226365.546,268431,15.744699926610563
Colorado,2000,4326923.077,268431,16.119312139805015
Colorado,2001,4425521.822000001,268431,16.4866271853847
Colorado,2002,4490196.078000001,268431,16.727561563306775
Colorado,2003,4527363.184,268431,16.866022121141
Colorado,2004,4583333.333,268431,17.074530635433312
Colorado,2005,4623188.4059999995,268431,17.223004816880312
Colorado,2006,4712195.1219999995,268431,17.55458617670835
Colorado,2007,4797101.449,268431,17.870892143604873
Colorado,2008,4894472.362,268431,18.233633082617132
Colorado,2009,4962765.957,268431,18.4880507728243
Colorado,2010,5047368.421,268431,18.803224743043838
Colorado,2011,5110497.238,268431,19.038401816481702
Colorado,2012,5181818.182,268431,19.30409744776125
Colorado,2013,5262857.143,268431,19.60599611445772
Colorado,2014,5364161.850000001,268431,19.983391821361916
Colorado,2015,5467065.868,268431,20.36674552492074
Colorado,2016,5525000,268431,20.58257056748289
Colorado,2017,5620253.165,268431,20.937422149453678
Colorado,2018,5702531.646,268431,21.24393846463337
Colorado,2019,5767295.597,268431,21.48520698801554
Connecticut,1997,3357142.857,12542,267.6720504704194
Connecticut,1998,3352941.176,12542,267.3370416201563
Connecticut,1999,3385690.789,12542,269.9482370435337
Connecticut,2000,3415802.075,12542,272.34907311433585
Connecticut,2001,3431874.484,12542,273.6305600382714
Connecticut,2002,3448275.862,12542,274.93827635145914
Connecticut,2003,3495934.959,12542,278.7382362462127
Connecticut,2004,3492187.5,12542,278.439443469941
Connecticut,2005,3512000,12542,280.01913570403445
Connecticut,2006,3525862.069,12542,281.1243875777388
Connecticut,2007,3517543.86,12542,280.4611593047361
Connecticut,2008,3556603.774,12542,283.5754882793813
Connecticut,2009,3564356.436,12542,284.1936243023441
Connecticut,2010,3568627.451,12542,284.53416129803855
Connecticut,2011,3571428.571,12542,284.7575004783926
Connecticut,2012,3610526.316,12542,287.8748457981183
Connecticut,2013,3604166.667,12542,287.3677776271727
Connecticut,2014,3608247.423,12542,287.69314487322595
Connecticut,2015,3594059.406,12542,286.561904480944
Connecticut,2016,3589473.684,12542,286.19627523520967
Connecticut,2017,3568421.053,12542,284.5177047520332
Connecticut,2018,3561904.762,12542,283.9981471854569
Connecticut,2019,3553398.058,12542,283.3198898102376
Delaware,1997,750000,5047,148.6031305726174
Delaware,1998,764150.943,5047,151.4069631464236
Delaware,1999,775047.2590000001,5047,153.56593203883497
Delaware,2000,786993.402,5047,155.93291103625916
Delaware,2001,796416.127,5047,157.799906280959
Delaware,2002,807106.599,5047,159.91808975629087
Delaware,2003,817733.99,5047,162.02377451951654
Delaware,2004,830000,5047,164.4541311670299
Delaware,2005,844660.194,5047,167.35886546463246
Delaware,2006,857142.8570000001,5047,169.83214919754312
Delaware,2007,872448.9800000001,5047,172.8648662571825
Delaware,2008,885245.902,5047,175.4004164850406
Delaware,2009,888059.701,5047,175.9579356053101
Delaware,2010,903448.276,5047,179.0069894987121
Delaware,2011,908496.7320000001,5047,180.00727798692293
Delaware,2012,918238.994,5047,181.93758549633444
Delaware,2013,921052.632,5047,182.49507271646522
Delaware,2014,932432.432,5047,184.74983792351892
Delaware,2015,939189.189,5047,186.0886049138102
Delaware,2016,947368.421,5047,187.70921755498316
Delaware,2017,958333.333,5047,189.88177788785416
Delaware,2018,965517.241,5047,191.30517951258173
Delaware,2019,978417.2660000001,5047,193.86115831186845
Florida,1997,15230769.23,138887,109.66302987320628
Florida,1998,15456375.84,138887,111.28741955690597
Florida,1999,15763374.49,138887,113.49783989862263
Florida,2000,16046979.870000001,138887,115.53982640563912
Florida,2001,16359062.72,138887,117.7868534852074
Florida,2002,16634482.760000002,138887,119.76990474270451
Florida,2003,17000000,138887,122.4016646626394
Florida,2004,17371621.619999997,138887,125.07737671632333
Florida,2005,17808219.18,138887,128.22092190053783
Florida,2006,18118881.12,138887,130.45771828896875
Florida,2007,18335714.29,138887,132.01893834556148
Florida,2008,18488372.09,138887,133.11808945401657
Florida,2009,18725000,138887,134.82183357693665
Florida,2010,18884615.38,138887,135.97107994268723
Florida,2011,19049180.33,138887,137.15596369710627
Florida,2012,19237288.14,138887,138.51035834887355
Florida,2013,19568965.52,138887,140.8984679631643
Florida,2014,19914529.91,138887,143.38656540928957
Florida,2015,20290598.29,138887,146.09429457040616
Florida,2016,20594827.59,138887,148.28477532094436
Florida,2017,20912280.7,138887,150.57046879837566
Florida,2018,21228070.18,138887,152.8441839769021
Florida,2019,21431192.66,138887,154.30668572292583
Georgia,1997,7700980.392,148959,51.69865796628603
Georgia,1998,7880597.015000001,148959,52.90447045831404
Georgia,1999,8045977.011,148959,54.01470881920528
Georgia,2000,8229873.909,148959,55.24925589591767
Georgia,2001,8377397.614999999,148959,56.23962039890171
Georgia,2002,8500000,148959,57.06268167750858
Georgia,2003,8611111.111,148959,57.80859908431179
Georgia,2004,8765000,148959,58.84169469451326
Georgia,2005,8923076.923,148959,59.90290565189079
Georgia,2006,9145000,148959,61.39273222833128
Georgia,2007,9373737.374,148959,62.92830492954437
Georgia,2008,9483516.484000001,148959,63.665280271752636
Georgia,2009,9644970.413999999,148959,64.7491619438906
Georgia,2010,9733333.332999999,148959,65.34236489906618
Georgia,2011,9815950.92,148959,65.89699796588323
Georgia,2012,9902097.901999999,148959,66.47532476721781
Georgia,2013,9993006.993,148959,67.08562082855015
Georgia,2014,10074829.93,148959,67.634919205956
Georgia,2015,10188811.19,148959,68.40010465967146
Georgia,2016,10328571.43,148959,69.33835102276466
Georgia,2017,10426470.59,148959,69.99557321142059
Georgia,2018,10511111.11,148959,70.56378674668868
Georgia,2019,10664062.5,148959,71.59058868547721
Hawaii,1997,1214285.7140000002,16635,72.99583492636009
Hawaii,1998,1214285.7140000002,16635,72.99583492636009
Hawaii,1999,1209592.641,16635,72.71371451758341
Hawaii,2000,1211924.8220000002,16635,72.85391175232944
Hawaii,2001,1225703.325,16635,73.68219567177637
Hawaii,2002,1236363.6360000002,16635,74.32303192064924
Hawaii,2003,1250000,16635,75.14277126540426
Hawaii,2004,1278409.091,16635,76.85056152690112
Hawaii,2005,1292134.831,16635,77.67567363991584
Hawaii,2006,1310734.463,16635,78.79377595431319
Hawaii,2007,1318681.319,16635,79.27149498046288
Hawaii,2008,1331034.483,16635,80.0140957619477
Hawaii,2009,1342857.143,16635,80.72480571085062
Hawaii,2010,1360000,16635,81.75533513675984
Hawaii,2011,1382550.336,16635,83.11093092876465
Hawaii,2012,1400000,16635,84.15990381725278
Hawaii,2013,1405594.406,16635,84.49620715359183
Hawaii,2014,1420289.855,16635,85.37961256387135
Hawaii,2015,1424460.432,16635,85.63032353471596
Hawaii,2016,1424460.432,16635,85.63032353471596
Hawaii,2017,1426573.427,16635,85.75734457469191
Hawaii,2018,1419580.42,16635,85.33696543432521
Hawaii,2019,1413793.103,16635,84.9890654042681
Idaho,1997,1232142.8569999998,214045,5.756466429956317
Idaho,1998,1250000,214045,5.839893480342918
Idaho,1999,1275684.932,214045,5.9598912938868
Idaho,2000,1299668.874,214045,6.071942227101778
Idaho,2001,1320338.983,214045,6.168511214931439
Idaho,2002,1339285.7140000002,214045,6.257028727604009
Idaho,2003,1367924.5280000002,214045,6.390826826134692
Idaho,2004,1389380.531,214045,6.491067443761826
