state_name,year,percentage_manufacturing
Delaware,y2016,0.05717540191766996
Delaware,y2017,0.06697855557720776
Delaware,y2018,0.06599988963690541
Delaware,y2019,0.06944375939420215
Delaware,y2020,0.06620572265509028
Delaware,y2021,0.06797227886647622
District of Columbia,y1997,0.005542477087285443
District of Columbia,y1998,0.005598801794389522
District of Columbia,y1999,0.004634541102225124
District of Columbia,y2000,0.004620831553257416
District of Columbia,y2001,0.004544419639105235
District of Columbia,y2002,0.004044651349051409
District of Columbia,y2003,0.003971221153885158
District of Columbia,y2004,0.004091584612447451
District of Columbia,y2005,0.003367598471030169
District of Columbia,y2006,0.0030116312056737587
District of Columbia,y2007,0.002810672023577231
District of Columbia,y2008,0.0025237068640605446
District of Columbia,y2009,0.002503832905242618
District of Columbia,y2010,0.0022610175144069213
District of Columbia,y2011,0.002562644444930484
District of Columbia,y2012,0.0020319730377952334
District of Columbia,y2013,0.00209446298719837
District of Columbia,y2014,0.001798775024159525
District of Columbia,y2015,0.0019878864922430696
District of Columbia,y2016,0.0021010639528695257
District of Columbia,y2017,0.002090092899681538
District of Columbia,y2018,0.002004509789333318
District of Columbia,y2019,0.0018150253071727777
District of Columbia,y2020,0.0017605779953346415
District of Columbia,y2021,NA
Florida,y1997,0.07431202188201137
Florida,y1998,0.07007879043217759
Florida,y1999,0.06694226441184747
Florida,y2000,0.06390435491481146
Florida,y2001,0.058164723597682426
Florida,y2002,0.055947420870822835
Florida,y2003,0.05312345095058606
Florida,y2004,0.05278794415234912
Florida,y2005,0.05200921043068667
Florida,y2006,0.053138488079924974
Florida,y2007,0.05399747672357347
Florida,y2008,0.05181154175424761
Florida,y2009,0.051693111836621466
Florida,y2010,0.049597759572564404
Florida,y2011,0.04868637784015677
Florida,y2012,0.04733290946573416
Florida,y2013,0.04990368360177133
Florida,y2014,0.051071959782663316
Florida,y2015,0.05421455270269809
Florida,y2016,0.05330399825877626
Florida,y2017,0.05279451839730388
Florida,y2018,0.05204968548363998
Florida,y2019,0.051800578878097206
Florida,y2020,0.05152248729810209
Florida,y2021,0.052404575561802905
Georgia,y1997,0.15817297543341163
Georgia,y1998,0.15757467951423643
Georgia,y1999,0.15865221193556162
Georgia,y2000,0.14918611652900135
Georgia,y2001,0.1422336526755608
Georgia,y2002,0.1364636067797315
Georgia,y2003,0.12575537938712614
Georgia,y2004,0.12564709881518277
Georgia,y2005,0.11883522442115359
Georgia,y2006,0.11324589498531584
Georgia,y2007,0.11219087987954424
Georgia,y2008,0.10771905116893897
Georgia,y2009,0.10979152852066013
Georgia,y2010,0.1089247731296968
Georgia,y2011,0.11023020989732747
Georgia,y2012,0.1082997386797128
Georgia,y2013,0.10786185688391764
Georgia,y2014,0.10744648876212483
Georgia,y2015,0.10674208198642554
Georgia,y2016,0.10743741127469128
Georgia,y2017,0.10515413879141594
Georgia,y2018,0.09912390026830357
Georgia,y2019,0.09448859020879158
Georgia,y2020,0.08996691121083895
Georgia,y2021,0.09346524765546602
Hawaii,y1997,0.02012602300874629
Hawaii,y1998,0.019246256933941826
Hawaii,y1999,0.020576754397213688
Hawaii,y2000,0.020118354713749
Hawaii,y2001,0.021782113118580547
Hawaii,y2002,0.021942379973210406
Hawaii,y2003,0.022509607379463982
Hawaii,y2004,0.020233604248044542
Hawaii,y2005,0.019902596157533457
Hawaii,y2006,0.01948016730625426
Hawaii,y2007,0.018769208710234464
Hawaii,y2008,0.020897344933326432
Hawaii,y2009,0.020548507584078626
Hawaii,y2010,0.018877602137786758
Hawaii,y2011,0.019658704850189408
Hawaii,y2012,0.019923427063095488
Hawaii,y2013,0.02073639693702225
Hawaii,y2014,0.021765379370171662
Hawaii,y2015,0.02052559205124196
Hawaii,y2016,0.019051557301249848
Hawaii,y2017,0.019180341784261586
Hawaii,y2018,0.019909965395164188
Hawaii,y2019,0.017177828550758268
Hawaii,y2020,0.015934202493587468
Hawaii,y2021,0.01631922930865629
Idaho,y1997,0.14284551935966153
Idaho,y1998,0.13271173671433814
Idaho,y1999,0.16292687770700265
Idaho,y2000,0.20052726800076676
Idaho,y2001,0.14656565926004964
Idaho,y2002,0.13618216232429695
Idaho,y2003,0.13777765703644795
Idaho,y2004,0.1364513094461953
Idaho,y2005,0.1413302688167622
Idaho,y2006,0.11318355898587407
Idaho,y2007,0.10272645523737126
Idaho,y2008,0.11388983786707661
Idaho,y2009,0.11816528898104288
Idaho,y2010,0.12033978801027567
Idaho,y2011,0.11806059243674605
Idaho,y2012,0.12007427486845015
Idaho,y2013,0.11303160952069835
Idaho,y2014,0.11222110036050992
Idaho,y2015,0.10736283363100703
Idaho,y2016,0.10646973883383162
Idaho,y2017,0.10675506776549624
Idaho,y2018,0.11075065263201363
Idaho,y2019,0.10783291939708882
Idaho,y2020,0.10885380379281712
Idaho,y2021,0.10956478591300807
Illinois,y1997,0.17027045628910023
Illinois,y1998,0.16657622619753068
Illinois,y1999,0.1593457404898344
Illinois,y2000,0.15742957192659113
Illinois,y2001,0.14788094094978635
Illinois,y2002,0.13710134767189822
Illinois,y2003,0.13802437983387195
Illinois,y2004,0.13835024565730736
Illinois,y2005,0.13592505270325211
Illinois,y2006,0.13249730193166795
Illinois,y2007,0.13103811271697463
Illinois,y2008,0.12335778632338285
Illinois,y2009,0.1274944692163437
Illinois,y2010,0.12917824121314853
Illinois,y2011,0.1363869514063602
Illinois,y2012,0.1427799125852441
Illinois,y2013,0.13154266877968054
Illinois,y2014,0.13113009672186426
Illinois,y2015,0.12659199767979842
Illinois,y2016,0.12252962418864319
Illinois,y2017,0.12310198637318591
Illinois,y2018,0.12778796948366955
Illinois,y2019,0.12470716836568252
Illinois,y2020,0.12329809082805965
Illinois,y2021,0.12831293914310832
Indiana,y1997,0.29635355822472204
Indiana,y1998,0.30914982550425857
Indiana,y1999,0.3048145120330442
Indiana,y2000,0.3006745302159802
Indiana,y2001,0.281084572073223
Indiana,y2002,0.2913537914787693
Indiana,y2003,0.29123054328217324
Indiana,y2004,0.2924232388268133
Indiana,y2005,0.27802015146844605
Indiana,y2006,0.2660464370954396
Indiana,y2007,0.2914268060158788
Indiana,y2008,0.28846837123061114
Indiana,y2009,0.2616509219722413
Indiana,y2010,0.28923083130015265
Indiana,y2011,0.2860441226389288
Indiana,y2012,0.27555464156566467
Indiana,y2013,0.2825527770524943
Indiana,y2014,0.28474351769721945
Indiana,y2015,0.27208154827732367
Indiana,y2016,0.2685768340564351
Indiana,y2017,0.267231261023989
Indiana,y2018,0.26930614395435404
Indiana,y2019,0.2604974065686264
Indiana,y2020,0.25296060843503976
Indiana,y2021,0.26558669760041415
Iowa,y1997,0.22625615930290474
Iowa,y1998,0.22075988847407968
Iowa,y1999,0.22671515018955965
Iowa,y2000,0.21844982386802989
Iowa,y2001,0.21472767187766903
Iowa,y2002,0.21282608033929604
Iowa,y2003,0.20771513070841574
Iowa,y2004,0.20494502446912455
Iowa,y2005,0.1970608218626538
Iowa,y2006,0.20465408303445837
Iowa,y2007,0.1900424997571235
Iowa,y2008,0.19435181045231317
Iowa,y2009,0.18509057333159964
Iowa,y2010,0.1887693440171436
Iowa,y2011,0.17573290516549298
Iowa,y2012,0.18650812673774936
Iowa,y2013,0.1820884424997981
Iowa,y2014,0.1921466655189407
Iowa,y2015,0.19048326865384393
Iowa,y2016,0.16880925731749494
Iowa,y2017,0.17666758558167867
Iowa,y2018,0.1794723930440208
Iowa,y2019,0.17484842215985172
Iowa,y2020,0.17282912848050833
Iowa,y2021,0.17142653099935087
Kansas,y1997,0.1682683228349515
Kansas,y1998,0.17244648005919727
Kansas,y1999,0.1706576880897076
Kansas,y2000,0.17378366763841624
Kansas,y2001,0.17175271928679756
Kansas,y2002,0.16425322271745563
Kansas,y2003,0.15601526427775197
Kansas,y2004,0.14771958862771617
Kansas,y2005,0.15100406249437343
Kansas,y2006,0.16548414041662907
Kansas,y2007,0.1714346372701683
Kansas,y2008,0.15402595403108607
Kansas,y2009,0.14082373279701696
Kansas,y2010,0.1546146590010366
Kansas,y2011,0.16473878859392382
Kansas,y2012,0.16292196629205558
Kansas,y2013,0.13487658080662665
Kansas,y2014,0.14573362204661494
Kansas,y2015,0.15253791022353125
Kansas,y2016,0.15068463269160054
Kansas,y2017,0.1521373875007352
Kansas,y2018,0.15975511743627685
Kansas,y2019,0.1568735731037663
Kansas,y2020,0.14947659553573162
Kansas,y2021,0.1503960404277403
Kentucky,y1997,0.2670063569981501
Kentucky,y1998,0.26278383248478043
Kentucky,y1999,0.26154666796401255
Kentucky,y2000,0.21474530784134424
Kentucky,y2001,0.2046419868097943
Kentucky,y2002,0.20428503871024126
Kentucky,y2003,0.20093809920442063
Kentucky,y2004,0.19577095137361444
Kentucky,y2005,0.1894061902847437
Kentucky,y2006,0.1971221914836476
Kentucky,y2007,0.18288956037558288
Kentucky,y2008,0.1723057620596959
Kentucky,y2009,0.1555043884993504
Kentucky,y2010,0.16982765925098867
Kentucky,y2011,0.1674830654321513
Kentucky,y2012,0.18421925670119121
Kentucky,y2013,0.18783477957386666
Kentucky,y2014,0.18524628186045822
Kentucky,y2015,0.1825031499934596
Kentucky,y2016,0.17744264317512443
Kentucky,y2017,0.1826608121852596
Kentucky,y2018,0.17915220290198863
Kentucky,y2019,0.1789274947189168
Kentucky,y2020,0.17289107535725107
Kentucky,y2021,0.17394930963222746
Louisiana,y1997,0.16773332691388423
Louisiana,y1998,0.16408745229749888
Louisiana,y1999,0.17228650483715968
Louisiana,y2000,0.1467783668373532
Louisiana,y2001,0.1324825309714491
Louisiana,y2002,0.15100904214493613
Louisiana,y2003,0.19304298598770797
Louisiana,y2004,0.22028921775305094
Louisiana,y2005,0.28766094490484967
Louisiana,y2006,0.25536906000660337
Louisiana,y2007,0.22857698691397305
Louisiana,y2008,0.20234339835135343
Louisiana,y2009,0.1830299516512133
Louisiana,y2010,0.21912405590724557
Louisiana,y2011,0.21822479288525515
Louisiana,y2012,0.22242482200414895
Louisiana,y2013,0.19248849273824092
Louisiana,y2014,0.20535164264116945
Louisiana,y2015,0.1932981304774077
Louisiana,y2016,0.16854763317035878
Louisiana,y2017,0.19174056553423563
Louisiana,y2018,0.20609607979037592
Louisiana,y2019,0.1876544810301616
Louisiana,y2020,0.16953678557442448
Louisiana,y2021,0.1684147609188325
Maine,y1997,0.14701290727144462
Maine,y1998,0.13604530386053076
Maine,y1999,0.14032987342066416
Maine,y2000,0.143048443628813
Maine,y2001,0.12073864740180855
Maine,y2002,0.1111767351518057
Maine,y2003,0.10618170302869892
Maine,y2004,0.10893607608936076
Maine,y2005,0.10757139670975074
Maine,y2006,0.10630150839834113
Maine,y2007,0.10693568876302285
Maine,y2008,0.10672763698603126
Maine,y2009,0.10699713245103064
Maine,y2010,0.1068141196642695
Maine,y2011,0.1022871869977461
Maine,y2012,0.10146852534570798
Maine,y2013,0.09928199140445859
Maine,y2014,0.09811773631999544
Maine,y2015,0.09363630264590676
Maine,y2016,0.09537394779468387
Maine,y2017,0.09902760487014704
Maine,y2018,0.09754641413671003
Maine,y2019,0.09768906795767603
Maine,y2020,0.0948322405365531
Maine,y2021,0.10022982702492335
Maryland,y1997,0.08656722224278904
Maryland,y1998,0.08198804462352212
Maryland,y1999,0.07854529195347207
Maryland,y2000,0.07162430854061058
Maryland,y2001,0.07212072958185464
Maryland,y2002,0.07084973129003279
Maryland,y2003,0.0631758570191296
Maryland,y2004,0.062247551754312604
Maryland,y2005,0.05700610454025181
Maryland,y2006,0.05808306762873557
Maryland,y2007,0.05964470592891858
Maryland,y2008,0.05923861933742766
Maryland,y2009,0.06309571929641557
Maryland,y2010,0.0625876351125717
Maryland,y2011,0.06020788203549576
Maryland,y2012,0.05474710809912683
Maryland,y2013,0.05709418352821795
Maryland,y2014,0.05520985436894581
Maryland,y2015,0.0542460797542843
Maryland,y2016,0.05553738728724428
Maryland,y2017,0.05566724774354031
Maryland,y2018,0.05697643248671004
Maryland,y2019,0.05871736761149832
Maryland,y2020,0.06106292888264117
Maryland,y2021,0.0631243654943958
Massachusetts,y1997,0.14968470173315004
Massachusetts,y1998,0.1471253394518229
Massachusetts,y1999,0.1392033989761355
Massachusetts,y2000,0.14143827196830927
Massachusetts,y2001,0.12424954196922748
Massachusetts,y2002,0.12251868893214998
Massachusetts,y2003,0.12915447416775552
Massachusetts,y2004,0.11630298487683217
Massachusetts,y2005,0.11244726503333984
Massachusetts,y2006,0.1144270325938709
Massachusetts,y2007,0.1190782710832822
Massachusetts,y2008,0.10788057886515734
Massachusetts,y2009,0.10585298823471569
Massachusetts,y2010,0.10955982702564918
Massachusetts,y2011,0.10660199331175987
Massachusetts,y2012,0.10538636028564274
Massachusetts,y2013,0.10258359064027829
Massachusetts,y2014,0.10377825507977687
Massachusetts,y2015,0.10275607179935184
Massachusetts,y2016,0.09798720497686139
Massachusetts,y2017,0.09412058848777966
Massachusetts,y2018,0.09518687528510462
Massachusetts,y2019,0.09276776815162813
Massachusetts,y2020,0.09376785478837954
Massachusetts,y2021,0.0971901181167493
Michigan,y1997,0.24894560928190698
Michigan,y1998,0.24816838248721332
Michigan,y1999,0.26136227936073286
Michigan,y2000,0.24959278993981013
Michigan,y2001,0.2293219673390575
Michigan,y2002,0.23103314957234874
Michigan,y2003,0.22839762869807698
Michigan,y2004,0.2087862930736933
Michigan,y2005,0.2009983788398249
Michigan,y2006,0.1920459154600131
Michigan,y2007,0.19604243395145787
Michigan,y2008,0.1733242252143776
Michigan,y2009,0.14746817351704672
Michigan,y2010,0.1723166420112654
Michigan,y2011,0.17940070897705548
Michigan,y2012,0.18529815619535014
Michigan,y2013,0.19318990546896866
Michigan,y2014,0.19087586426109385
Michigan,y2015,0.192482767288871
Michigan,y2016,0.19140524288954525
Michigan,y2017,0.18934408978466635
Michigan,y2018,0.18570222191671087
Michigan,y2019,0.18045531849074187
Michigan,y2020,0.17501769976271545
Michigan,y2021,0.17978101141915775
Minnesota,y1997,0.1674478130672319
Minnesota,y1998,0.16136743820429372
Minnesota,y1999,0.15915288693116098
Minnesota,y2000,0.1623935461974258
Minnesota,y2001,0.1468194102122332
Minnesota,y2002,0.14514676963465412
Minnesota,y2003,0.1504201244380494
Minnesota,y2004,0.15032574888516353
Minnesota,y2005,0.1493602792397929
Minnesota,y2006,0.14749308252730228
Minnesota,y2007,0.13681666743620144
Minnesota,y2008,0.13906258530569449
Minnesota,y2009,0.1389837570381653
Minnesota,y2010,0.13900637892173506
Minnesota,y2011,0.14296718254259957
Minnesota,y2012,0.142497376212716
Minnesota,y2013,0.14206348288026988
Minnesota,y2014,0.14602554446262586
Minnesota,y2015,0.14405409706786454
Minnesota,y2016,0.13882371952864148
Minnesota,y2017,0.13519604200017932
Minnesota,y2018,0.13701908979043675
Minnesota,y2019,0.13210879501753867
Minnesota,y2020,0.13128081526347377
Minnesota,y2021,0.13625022087335753
Mississippi,y1997,0.2017558741926252
Mississippi,y1998,0.1911244428983072
Mississippi,y1999,0.18889306344808152
Mississippi,y2000,0.17348046612692258
Mississippi,y2001,0.16403370351624139
Mississippi,y2002,0.15600802195787175
Mississippi,y2003,0.16787832654380164
Mississippi,y2004,0.1572706992486987
Mississippi,y2005,0.16057902812058436
Mississippi,y2006,0.17109397872548063
Mississippi,y2007,0.16939426305550742
Mississippi,y2008,0.16140592184268024
Mississippi,y2009,0.14625752514919568
Mississippi,y2010,0.1494436525939638
Mississippi,y2011,0.1519933900101852
Mississippi,y2012,0.1639976346064248
Mississippi,y2013,0.1482578073868576
Mississippi,y2014,0.15406667094917273
Mississippi,y2015,0.15478602572261047
Mississippi,y2016,0.15217995104919874
Mississippi,y2017,0.15656883028305105
Mississippi,y2018,0.15425668198009373
Mississippi,y2019,0.15243023415941948
Mississippi,y2020,0.1440282768694821
Mississippi,y2021,0.14671329230277355
Missouri,y1997,0.17631741510372875
Missouri,y1998,0.17209178007993703
Missouri,y1999,0.16667566868086733
Missouri,y2000,0.16309081167961426
Missouri,y2001,0.15522369741278977
Missouri,y2002,0.15063346050293153
Missouri,y2003,0.15125310997453653
Missouri,y2004,0.1464864785184735
Missouri,y2005,0.14093791630788613
Missouri,y2006,0.135007149323564
Missouri,y2007,0.13069549419169793
Missouri,y2008,0.12569387094767953
Missouri,y2009,0.11964146208496286
Missouri,y2010,0.12309360351417792
Missouri,y2011,0.1189191623061422
Missouri,y2012,0.1287328967783539
Missouri,y2013,0.12675009177712593
Missouri,y2014,0.1270227733189569
Missouri,y2015,0.13196542072473144
Missouri,y2016,0.1227451651548862
Missouri,y2017,0.12020972907349362
Missouri,y2018,0.11493644681379324
Missouri,y2019,0.11704595830716256
Missouri,y2020,0.11762434146448097
Missouri,y2021,0.12049773303107081
Montana,y1997,0.07313482353916974
Montana,y1998,0.07613649157329497
Montana,y1999,0.0649811168449275
Montana,y2000,0.06222145021872586
Montana,y2001,0.06096482781561303
Montana,y2002,0.053044636853074714
Montana,y2003,0.06213518232619998
Montana,y2004,0.0641536904529394
Montana,y2005,0.06395947635364914
Montana,y2006,0.0651176954782142
Montana,y2007,0.07552189704469935
Montana,y2008,0.05795314426633786
Montana,y2009,0.043774421213779224
Montana,y2010,0.0502528947910716
Montana,y2011,0.06260748235764763
Montana,y2012,0.0618267443535683
Montana,y2013,0.06017684530499291
Montana,y2014,0.06701167845727492
Montana,y2015,0.0720773494177551
Montana,y2016,0.05279077793580694
Montana,y2017,0.07578112903725266
Montana,y2018,0.08228658764178705
Montana,y2019,0.06165559295066741
Montana,y2020,0.05383157829341782
Montana,y2021,0.055193009436316665
Nebraska,y1997,0.1386192471978675
Nebraska,y1998,0.13266926658703526
Nebraska,y1999,0.13517319484699694
Nebraska,y2000,0.13764627836009022
Nebraska,y2001,0.13022587875290234
Nebraska,y2002,0.12039441655689846
Nebraska,y2003,0.11448583704431034
Nebraska,y2004,0.10797341249794237
Nebraska,y2005,0.11082485633243702
Nebraska,y2006,0.1199180854114381
Nebraska,y2007,0.10925057374741753
Nebraska,y2008,0.11651329004531227
Nebraska,y2009,0.11822093601502928
Nebraska,y2010,0.11957973602442074
Nebraska,y2011,0.12115559176190013
Nebraska,y2012,0.12438245856205689
Nebraska,y2013,0.12337696845163233
Nebraska,y2014,0.11560852161624499
Nebraska,y2015,0.10779335808559613
Nebraska,y2016,0.10454785142776855
Nebraska,y2017,0.10008831756273047
Nebraska,y2018,0.10690680232929177
Nebraska,y2019,0.11098693286152365
Nebraska,y2020,0.11441857328067506
Nebraska,y2021,0.11805553246708339
Nevada,y1997,0.04056316805262608
Nevada,y1998,0.04008495842688692
Nevada,y1999,0.03647974255509045
Nevada,y2000,0.036261715328419646
Nevada,y2001,0.035688531031018586
Nevada,y2002,0.03713502265062282
Nevada,y2003,0.03771007661617767
Nevada,y2004,0.043706832250002416
Nevada,y2005,0.043369758156847696
Nevada,y2006,0.04214200748043478
Nevada,y2007,0.04699025762625844
Nevada,y2008,0.04734341682649425
Nevada,y2009,0.04513412665984863
Nevada,y2010,0.0415603187309797
Nevada,y2011,0.04164307213699473
Nevada,y2012,0.04673392987087909
Nevada,y2013,0.04709190348135766
Nevada,y2014,0.04543165253399231
Nevada,y2015,0.041072687417436686
Nevada,y2016,0.040733559711381165
Nevada,y2017,0.04280063438753615
Nevada,y2018,0.04625222112450096
Nevada,y2019,0.046142003584176146
Nevada,y2020,0.05132505536907452
Nevada,y2021,0.05304621903175622
New Hampshire,y1997,0.22411834604492417
New Hampshire,y1998,0.2108127435024905
New Hampshire,y1999,0.1726079246434292
New Hampshire,y2000,0.16930439768867717
New Hampshire,y2001,0.13930474715651198
New Hampshire,y2002,0.13333700231757503
New Hampshire,y2003,0.13373007266023207
New Hampshire,y2004,0.12587084063206735
New Hampshire,y2005,0.11343819246180158
New Hampshire,y2006,0.11694519886032291
New Hampshire,y2007,0.1152761074809694
New Hampshire,y2008,0.10737890638928238
New Hampshire,y2009,0.10499033154252282
New Hampshire,y2010,0.10856584150170565
New Hampshire,y2011,0.11097724675450318
New Hampshire,y2012,0.10631243786323999
New Hampshire,y2013,0.11331343063332018
New Hampshire,y2014,0.10146420586559116
New Hampshire,y2015,0.11135097675148409
New Hampshire,y2016,0.11245655271645882
New Hampshire,y2017,0.10556133384738782
New Hampshire,y2018,0.11052430704641954
New Hampshire,y2019,0.10693699747221955
New Hampshire,y2020,0.10462902728797892
New Hampshire,y2021,0.09995236243635601
New Jersey,y1997,0.14629791522303343
New Jersey,y1998,0.13799856375247646
New Jersey,y1999,0.14028540320634494
New Jersey,y2000,0.13811372350662898
New Jersey,y2001,0.1296595111560672
New Jersey,y2002,0.11652632192317404
New Jersey,y2003,0.11903496567325386
New Jersey,y2004,0.11028625864954106
New Jersey,y2005,0.10305328883245317
New Jersey,y2006,0.10456669910451011
New Jersey,y2007,0.10426541781409103
New Jersey,y2008,0.10792354792320936
New Jersey,y2009,0.09506737257826521
