state_name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Maryland,0.08656722224278904,0.08198804462352212,0.07854529195347207,0.07162430854061058,0.07212072958185464,0.07084973129003279,0.0631758570191296,0.062247551754312604,0.05700610454025181,0.05808306762873557,0.05964470592891858,0.05923861933742766,0.06309571929641557,0.0625876351125717,0.06020788203549576,0.05474710809912683,0.05709418352821795,0.05520985436894581,0.0542460797542843,0.05553738728724428,0.05566724774354031,0.05697643248671004,0.05871736761149832,0.06106292888264117,0.0631243654943958
Massachusetts,0.14968470173315004,0.1471253394518229,0.1392033989761355,0.14143827196830927,0.12424954196922748,0.12251868893214998,0.12915447416775552,0.11630298487683217,0.11244726503333984,0.1144270325938709,0.1190782710832822,0.10788057886515734,0.10585298823471569,0.10955982702564918,0.10660199331175987,0.10538636028564274,0.10258359064027829,0.10377825507977687,0.10275607179935184,0.09798720497686139,0.09412058848777966,0.09518687528510462,0.09276776815162813,0.09376785478837954,0.0971901181167493
Michigan,0.24894560928190698,0.24816838248721332,0.26136227936073286,0.24959278993981013,0.2293219673390575,0.23103314957234874,0.22839762869807698,0.2087862930736933,0.2009983788398249,0.1920459154600131,0.19604243395145787,0.1733242252143776,0.14746817351704672,0.1723166420112654,0.17940070897705548,0.18529815619535014,0.19318990546896866,0.19087586426109385,0.192482767288871,0.19140524288954525,0.18934408978466635,0.18570222191671087,0.18045531849074187,0.17501769976271545,0.17978101141915775
Minnesota,0.1674478130672319,0.16136743820429372,0.15915288693116098,0.1623935461974258,0.1468194102122332,0.14514676963465412,0.1504201244380494,0.15032574888516353,0.1493602792397929,0.14749308252730228,0.13681666743620144,0.13906258530569449,0.1389837570381653,0.13900637892173506,0.14296718254259957,0.142497376212716,0.14206348288026988,0.14602554446262586,0.14405409706786454,0.13882371952864148,0.13519604200017932,0.13701908979043675,0.13210879501753867,0.13128081526347377,0.13625022087335753
Mississippi,0.2017558741926252,0.1911244428983072,0.18889306344808152,0.17348046612692258,0.16403370351624139,0.15600802195787175,0.16787832654380164,0.1572706992486987,0.16057902812058436,0.17109397872548063,0.16939426305550742,0.16140592184268024,0.14625752514919568,0.1494436525939638,0.1519933900101852,0.1639976346064248,0.1482578073868576,0.15406667094917273,0.15478602572261047,0.15217995104919874,0.15656883028305105,0.15425668198009373,0.15243023415941948,0.1440282768694821,0.14671329230277355
Missouri,0.17631741510372875,0.17209178007993703,0.16667566868086733,0.16309081167961426,0.15522369741278977,0.15063346050293153,0.15125310997453653,0.1464864785184735,0.14093791630788613,0.135007149323564,0.13069549419169793,0.12569387094767953,0.11964146208496286,0.12309360351417792,0.1189191623061422,0.1287328967783539,0.12675009177712593,0.1270227733189569,0.13196542072473144,0.1227451651548862,0.12020972907349362,0.11493644681379324,0.11704595830716256,0.11762434146448097,0.12049773303107081
Montana,0.07313482353916974,0.07613649157329497,0.0649811168449275,0.06222145021872586,0.06096482781561303,0.053044636853074714,0.06213518232619998,0.0641536904529394,0.06395947635364914,0.0651176954782142,0.07552189704469935,0.05795314426633786,0.043774421213779224,0.0502528947910716,0.06260748235764763,0.0618267443535683,0.06017684530499291,0.06701167845727492,0.0720773494177551,0.05279077793580694,0.07578112903725266,0.08228658764178705,0.06165559295066741,0.05383157829341782,0.055193009436316665
Nebraska,0.1386192471978675,0.13266926658703526,0.13517319484699694,0.13764627836009022,0.13022587875290234,0.12039441655689846,0.11448583704431034,0.10797341249794237,0.11082485633243702,0.1199180854114381,0.10925057374741753,0.11651329004531227,0.11822093601502928,0.11957973602442074,0.12115559176190013,0.12438245856205689,0.12337696845163233,0.11560852161624499,0.10779335808559613,0.10454785142776855,0.10008831756273047,0.10690680232929177,0.11098693286152365,0.11441857328067506,0.11805553246708339
Nevada,0.04056316805262608,0.04008495842688692,0.03647974255509045,0.036261715328419646,0.035688531031018586,0.03713502265062282,0.03771007661617767,0.043706832250002416,0.043369758156847696,0.04214200748043478,0.04699025762625844,0.04734341682649425,0.04513412665984863,0.0415603187309797,0.04164307213699473,0.04673392987087909,0.04709190348135766,0.04543165253399231,0.041072687417436686,0.040733559711381165,0.04280063438753615,0.04625222112450096,0.046142003584176146,0.05132505536907452,0.05304621903175622
New Hampshire,0.22411834604492417,0.2108127435024905,0.1726079246434292,0.16930439768867717,0.13930474715651198,0.13333700231757503,0.13373007266023207,0.12587084063206735,0.11343819246180158,0.11694519886032291,0.1152761074809694,0.10737890638928238,0.10499033154252282,0.10856584150170565,0.11097724675450318,0.10631243786323999,0.11331343063332018,0.10146420586559116,0.11135097675148409,0.11245655271645882,0.10556133384738782,0.11052430704641954,0.10693699747221955,0.10462902728797892,0.09995236243635601
New Jersey,0.14629791522303343,0.13799856375247646,0.14028540320634494,0.13811372350662898,0.1296595111560672,0.11652632192317404,0.11903496567325386,0.11028625864954106,0.10305328883245317,0.10456669910451011,0.10426541781409103,0.10792354792320936,0.09506737257826521,0.09592067089534428,0.08985740549045922,0.08415959987308484,0.08174300766523805,0.08504266796943792,0.08129465951794795,0.08632478483964406,0.08313235259508171,0.09063653050070848,0.09047384987442855,0.09049349048699172,0.09466508473426304
New Mexico,0.2079595088002805,0.1560955966102565,0.16592508483080048,0.1373033300063515,0.09285405729014497,0.0781773551548826,0.09887456086166085,0.1230477181566857,0.09854366173553743,0.08146975147660623,0.06167465761053864,0.041570037927272215,0.06236122311624212,0.05235458536960106,0.0434410563409401,0.04287962950325959,0.03718696799910768,0.039893389104817774,0.04566969779881982,0.042331796803810655,0.04117273004004935,0.040995505257573825,0.044785062492951465,0.04298984179275145,0.04258684635722679
New York,0.08130124845874658,0.08304104721862733,0.07902154093784189,0.07719513022935721,0.07000301134005771,0.07126708535423604,0.0676208411719077,0.0655545421562011,0.06401328691116223,0.06438980961435685,0.061178427551286135,0.059636249978729905,0.059756673950351585,0.05686343371967187,0.05168363276284865,0.04826131851063838,0.04760850922975638,0.04701684569676096,0.04826214571442477,0.04544913375998426,0.043904452101043,0.04098001490184505,0.040627549920073204,0.040450982400962544,0.042193110307159526
North Carolina,0.2698370358591215,0.25636800782857494,0.26254212424121726,0.2538533893747853,0.24505440527372735,0.23222875952168634,0.22386206465501826,0.20828037197892924,0.2029213741705692,0.2198173021095413,0.2149428542465097,0.19965548645226977,0.21220204117271363,0.20538959820735592,0.20308429461781835,0.18974475803271795,0.19929396072286062,0.1885663090374351,0.19219136197270856,0.1839483238402083,0.17478904638523507,0.1700091423987823,0.1645448022463995,0.1636087747465791,0.17096403784082614
North Dakota,0.07791482665854525,0.07924312881319649,0.08141347145401706,0.07311009331440158,0.0880878390182698,0.08709710963767721,0.09088848697481086,0.08985339008555829,0.09778947368421052,0.09780873712769851,0.09123176293361397,0.09201428105313354,0.07983926022466332,0.07105297088815514,0.0654448310437942,0.06269413457939597,0.0627885979620792,0.06103830872254753,0.06814841535870736,0.06575404122394651,0.06353480118780329,0.060704724449423444,0.06645933784711336,0.07113402437734942,0.07309092744861706
Ohio,0.24507796778560306,0.24532039074422746,0.2337079230696489,0.22578396093374783,0.206651307676514,0.20382571292677376,0.1985755823419782,0.19962337411168754,0.19457034419042696,0.19229950981702087,0.18623477307907502,0.17424556175508543,0.15622880515118673,0.1630110008625111,0.17321648899382588,0.1686845075155738,0.16688471833208482,0.1765211220384631,0.17027148888046945,0.1649827128190836,0.16548094276581163,0.16368481585261432,0.1601917370660934,0.15541518611160143,0.16015674116552137
Oklahoma,0.15701681586551355,0.14783569323459395,0.1466270262953865,0.13999290841648016,0.12797394590540245,0.11622128042847149,0.11934710325549718,0.11099655934903375,0.11060459731887023,0.1177329166560557,0.1091771576533031,0.11566603654929565,0.10483042698437596,0.09188501458965542,0.09636853192874219,0.10187940601940593,0.09328896787919956,0.09193334133476003,0.09742976496609491,0.08761981059828608,0.09106985989211983,0.09701254429125593,0.09802763577953232,0.09416579902008225,0.09147450671219659
Oregon,0.19272098839813387,0.19022357313774646,0.17155308186561236,0.18702978798954545,0.1651188916893803,0.17117237321355316,0.17645879301974002,0.18805530244723798,0.17678202857266295,0.17359829315249187,0.16388111178229559,0.16150332210805612,0.15472349948905847,0.15778141700967238,0.16364562338943298,0.15339067985407565,0.15339025676817558,0.14977458620981104,0.14891537708636915,0.14370067281604537,0.1414355264588269,0.14367475724059967,0.13768943563496183,0.13725670367319615,0.13757388746890256
Pennsylvania,0.1939927952760317,0.19152023352602082,0.18482884337536784,0.18360083673888863,0.17392063751467426,0.1693222036697593,0.16014036090943023,0.14751344175662895,0.14221874991450592,0.14435053393342534,0.13744950354504643,0.1324495607836815,0.12646801964047433,0.12218406420776773,0.11909595680161814,0.11680378882832125,0.12030364550201318,0.12519675352009801,0.12208827491459359,0.11752006264022377,0.12082984513120808,0.11916029196566347,0.12080788689363403,0.12214426286170747,0.12666008685588487
Rhode Island,0.1443544149774619,0.13860181384557976,0.1356361878316061,0.1285004700175241,0.12251971402121416,0.12293833246934609,0.10568646248549371,0.10872464527581266,0.09467910335082853,0.10178712153951751,0.08925915911856158,0.08956057321135846,0.08107382888000973,0.08172910732731871,0.08004206660146874,0.07801601302754783,0.08347270906831641,0.07904002404705304,0.085967923845733707,0.08533916849015317,0.08262053682379256,0.08276987603375671,0.07555231567325679,0.0737165249528125,0.07594420314471513
South Carolina,0.22620477290223248,0.22417967779632558,0.21811710087924985,0.20976391035079592,0.20831600100771605,0.20913010085380962,0.20550748100770333,0.17669401819217123,0.1688273192685738,0.16544796960839633,0.16276990628972826,0.15648175380233356,0.15452171790363597,0.15947907874110695,0.16409753648261716,0.16344055025923596,0.16000780502148274,0.1596906037322867,0.16679015842737735,0.16420959073113545,0.15488585482115932,0.15184325614457944,0.1529679889382222,0.1459104539048855,0.15051410883482239
South Dakota,0.12386897443172862,0.12712019418531648,0.1245332966454288,0.13903874987358913,0.11753324135810116,0.14030415506361574,0.09409871362906515,0.09807558939985583,0.09844374044274681,0.10019620262942422,0.09941550480426539,0.09344042838018742,0.08699005569142176,0.08768773528829008,0.0901387135044555,0.08756192840791317,0.08797204647163863,0.08932701227305953,0.09118955194694427,0.09464226858238016,0.09255378791794733,0.08723520779783338,0.08226748659155839,0.0826583244204171,0.08458880329382164
Tennessee,0.20781360015183106,0.19806493160472322,0.19760054775901553,0.18692742604550303,0.18285594447153072,0.17901833991182256,0.17885996146766092,0.18671404777960304,0.17634625388814656,0.17284598858955785,0.16161209590642897,0.1584746029373589,0.152213267557765,0.14712696294457203,0.14675506329911472,0.15232790217275527,0.15667639077180054,0.15436459732075228,0.15607419749518897,0.15647005073214867,0.16198397142446339,0.15203351582745658,0.14816225874961697,0.14972496734756718,0.152492432359808
Texas,0.16901084359721663,0.16579729814772734,0.14795424950906075,0.14268875300029646,0.13707985318903948,0.1330940206954112,0.1310004304353685,0.15456956110300749,0.14686033412227895,0.15185049351086333,0.1526537262284535,0.1311845769037549,0.13218149983109723,0.14195518730385598,0.1524693618533902,0.14587848507025955,0.1482922732880164,0.12808191226553292,0.13457388962073302,0.1251722830481207,0.12909265570929152,0.13491298920090022,0.12700293322720768,0.1191226927781324,0.11685711889553238
Utah,0.14142223146799807,0.13633277203548858,0.12663569592528245,0.1305538445343185,0.11237297693874422,0.11120111772381194,0.11720885574080316,0.1152855594497798,0.11426027553848718,0.11828627156873696,0.1202559979932656,0.11767391569642657,0.13976614548880822,0.14814131312263104,0.14663879265718952,0.12445439629379403,0.1213241156910574,0.11468651798345551,0.11584918613990697,0.1057358264381384,0.11026345603671106,0.11525725511323692,0.11356902819439803,0.11029808885215217,0.11587985949115466
Vermont,0.1642607103340731,0.1555467112750067,0.15537727995156284,0.15771682178277202,0.15427568932681957,0.14333843042470282,0.136024646365976,0.12860206990958314,0.12195979431224216,0.1287261369007254,0.10622759368812429,0.11314920017077384,0.10157399460519863,0.11359307612035058,0.11304176475348977,0.1161918245768827,0.09416653009942096,0.09120115351136567,0.09621669850937341,0.0933097924273243,0.09245849988681082,0.09286252713220537,0.09170903230532562,0.09595633318378945,0.10019048882917106
Virginia,0.1327274493878942,0.13168066936348236,0.1306819705757901,0.1317472396449671,0.1332269508139558,0.11683099395068386,0.10971242584602668,0.10156147672900148,0.09773432379226725,0.09328168485872021,0.08746800483431444,0.08226032900276274,0.0938945522199571,0.09457404862475303,0.09099056184298784,0.09049840618368442,0.09090891212643985,0.08660205536846025,0.08837824122831042,0.08580501918164368,0.08332025868966968,0.0834916919774085,0.08132640863581077,0.08043061070816496,0.0830426914882293
Washington,0.15784680994645195,0.15012174533269826,0.14390514447695127,0.14759063806196188,0.1349110346256542,0.12971296271828636,0.11747455262986832,0.11341565245774342,0.13329179095329546,0.13488098586798666,0.13957842749138802,0.12812586229590628,0.13590485273811728,0.14147034537553987,0.14201650319870993,0.14425988925690073,0.14359267789155802,0.14255414752818577,0.14478421100787098,0.12258085832828314,0.11550729897456047,0.11250800957410945,0.10817767896837091,0.09440288170301948,0.08603444577462847
West Virginia,0.15976274901682677,0.15190205574965138,0.15628693277844766,0.13544931710577096,0.12263350715093023,0.12177276397079471,0.11592286548228206,0.1143574567663958,0.11566855166612142,0.11250657779336959,0.10035344631243305,0.09817241621314686,0.10424099105827453,0.09510035803735528,0.09685834003764039,0.09726800356075323,0.10124437791596427,0.09820339664300011,0.09642799554112888,0.09930855953663338,0.10296325510197261,0.10082636681982875,0.0959493149455962,0.09423900863489552,0.0935550864184817
Wisconsin,0.25268376743528226,0.2519905073080076,0.2488710929538897,0.24534036700654502,0.22830671901132582,0.22089831027418233,0.2143344716611455,0.2091574953917446,0.2045953092209752,0.20987265610497655,0.20103563503830751,0.1880849787998679,0.18138707981068725,0.18782535314306392,0.18932147088725068,0.19531509658179094,0.19704162473190184,0.192717520696932,0.1910679367912174,0.18716013109041743,0.1816174682957443,0.17858898133559659,0.1818383823850213,0.18087760649543697,0.1894954052850904
Wyoming,0.05847350643147156,0.06277543429333836,0.05620643252103037,0.05677889520478064,0.07102195282307854,0.049854948449305006,0.05406820927072325,0.05575046736152014,0.05473903315528189,0.05787362974682578,0.0777168559273412,0.07972106036296715,0.04291073595939534,0.04507612650508085,0.05164849539890418,0.06466797407824909,0.04867421060936935,0.04342530252588649,0.06173019421290814,0.04795284149502495,0.05903639623803363,0.07028025507080032,0.07677622674289408,0.07009236444725866,0.06485209886983932
